X_GYRO_LOW,X_GYRO_OUT,Y_GYRO_LOW,Y_GYRO_OUT,Z_GYRO_LOW,Z_GYRO_OUT,X_ACCL_LOW,X_ACCL_OUT,Y_ACCL_LOW,Y_ACCL_OUT,Z_ACCL_LOW,Z_ACCL_OUT,TIME_STAMP
6603593,100,889721,13,-5812445,-89,-364220,-6,-1560245,-14,262284962,4002,0
7062702,107,822107,12,-6537155,-100,-838790,-13,-5907,-1,262338777,4002,0
7718952,117,338979,5,-7310194,-112,-936004,-15,-45983,-1,261872271,3995,0
7851251,119,470524,7,-7719056,-130,-790100,-13,-1330537,-21,261209939,3985,0
8244309,136,807944,12,-8675650,-133,-256915,-4,-2355010,-36,261337183,3987,0
9495294,144,605254,9,-8812746,-135,-107078,-2,-4237446,-65,260729508,3978,0
10348607,157,401076,6,-9294350,-142,-176533,-3,-4551318,-70,260823233,3977,0
12118709,184,672037,10,-9230042,-141,749808,11,-5773788,-89,260992481,3982,0
13167482,200,681776,10,-8354397,-128,1261288,19,-6617958,-101,260648364,3977,0
15856140,241,816854,12,-8495638,-130,647149,-8,-5925303,-91,260283643,3971,0
16905657,257,551260,8,-8772742,-134,-381549,-6,-6174446,-95,260345390,3972,0
18549925,283,355557,5,-8367066,-128,286316,4,-6939499,-106,262424959,4004,0
19336784,295,420791,13,-8781223,-134,-134680,-3,-5805155,-89,262827177,4010,0
19858573,303,1228505,18,-8850621,-136,-714775,-11,-355890,-6,263465267,4020,0
19661456,300,1093614,16,-9050592,-139,-198863,-4,1701512,25,263512421,4020,0
18682819,285,552508,8,-9659733,-148,-245190,-4,1985592,17,264179758,4031,0
18027678,275,351451,5,-9583847,-147,128546,1,970695,14,264476611,4035,0
15798333,241,888312,13,-9446906,-145,208711,3,1571833,23,265230184,4047,0
14550116,222,890952,13,-8966648,-132,655845,10,2131107,32,265268847,4047,0
12124528,185,757862,11,-8482040,-130,856505,13,1574899,24,265449720,4050,0
10812091,164,894825,13,-8069786,-123,1012981,15,1329535,20,265477413,4050,0
9369464,119,758371,11,-7923068,-121,940585,14,797991,12,264387612,4034,0
6680541,101,897201,13,-7307532,-112,1192407,18,558463,8,264287788,4032,0
5630970,85,834739,12,-6484583,-99,1420447,21,281927,4,263892056,4025,0
4057402,61,770161,11,-6074130,-93,2181204,33,-697691,-11,263518571,4020,0
3598739,54,703186,10,-4710689,-72,1806477,27,-875406,-14,263387250,4018,0
3068420,46,1116641,17,-4032508,-62,1783421,28,-1600533,-25,263212168,4016,0
3064578,46,1112221,11,-3077811,-47,1942617,29,-1856476,-29,262896629,4011,0
2012243,30,645048,9,-2260102,-35,1790830,27,-2143724,-33,262148755,4000,0
2404970,36,915050,13,-1924319,-30,1341619,20,-2009903,-31,261963286,3997,0
2798116,42,987473,15,-1720108,-27,1054451,16,-2008352,-31,262119867,3999,0
3192336,48,718852,10,-1783616,-28,233994,3,-1976005,-31,261549022,3990,0
4241567,64,785081,11,-1928386,-30,222836,3,-1842035,-28,261947877,3997,0
4569710,69,653454,9,-1458038,-23,96493,1,-1222823,-19,261951396,3997,0
5684316,86,783568,11,-2273350,-35,-64959,-1,-1246885,-20,262052165,3998,0
6078206,92,712013,10,-2818395,-44,-202499,-4,-1401664,-22,262106109,3999,0
6538120,99,507467,7,-3159229,-49,-25501,-1,-1753531,-27,262618006,4007,0
6803299,103,913922,13,-3773147,-58,342081,5,-1198873,-19,262972002,4012,0
7134450,112,789171,12,-3434482,-53,128942,1,-900309,-14,262914748,4009,0
7266701,110,651976,9,-3705511,-57,366208,5,-1259872,-20,262923908,4011,0
7069973,107,986348,15,-3977734,-61,770648,11,-1151775,-18,263074525,4014,0
6805968,103,1255711,19,-3977995,-61,968043,17,-827174,-13,263111228,4014,0
6675034,101,1056311,16,-3568896,-55,1156617,17,-1392551,-22,262785930,4009,0
6871848,104,1061061,16,-3093656,-48,885861,13,-1588214,-25,262788750,4009,0
7134627,108,860824,16,-3230090,-50,1175874,17,-1493793,-23,262594519,4006,0
6936859,105,1263325,19,-3094593,-48,1283260,19,-1586192,-25,262263605,4001,0
6937064,105,1067965,15,-1735235,-27,1012838,15,-1687936,-26,262331472,4002,0
7724695,117,737457,11,-1599682,-25,1050200,16,-1427226,-22,262894572,4011,0
7987341,121,604062,9,-1328637,-21,609873,9,-1466512,-23,262365660,4003,0
8511686,129,801680,12,-2078579,-32,533942,8,-1479495,-21,262660655,4007,0
8707572,132,1072567,16,-1288869,-20,633715,9,-963449,-15,263000581,4013,0
8315353,126,536383,8,-1533038,-24,266567,4,-680084,-11,262744077,4009,0
8381337,127,465082,7,-2008953,-27,309939,4,-1035141,-16,262845966,4010,0
8381172,127,536427,8,-1533266,-24,339792,5,-746548,-12,263497146,4020,0
8446584,128,533570,8,-1873439,-29,454535,6,-544309,-9,263357264,4018,0
8315187,121,1000884,15,-2349418,-36,551565,8,-528416,-9,263372996,4014,0
7920863,120,937476,14,-1873030,-29,603658,9,-516768,-8,263472280,4020,0
7855760,119,732163,11,-2211356,-34,526239,8,-588379,-9,263074611,4014,0
7593805,115,729289,11,-2551073,-39,364050,4,-501675,-8,263000232,4013,0
7265739,110,1058501,16,-2210026,-34,552803,8,-815649,-13,262767119,4009,0
6871565,104,1001605,15,-2141572,-33,548373,5,-814068,-13,262501285,4005,0
6871594,104,1001638,16,-1800722,-28,374424,5,-863339,-14,262592400,4006,0
6412119,97,1137706,17,-1936481,-30,470465,7,-1055019,-17,262487627,4005,0
6609089,100,1069943,16,-2004194,-31,365955,5,-858686,-14,262453358,4004,0
7134161,108,870539,13,-1734079,-27,285649,4,-1121128,-18,262618489,4007,0
7264994,110,1004904,15,-1999604,-31,455151,6,-1035509,-16,262785921,4009,0
7199637,109,935081,14,-2074488,-32,597663,9,-947411,-11,262609135,4007,0
7395627,112,1203135,18,-2280085,-44,354215,5,-752547,-12,262446115,4004,0
7200477,109,593030,9,-2685210,-41,262169,4,-700113,-11,262719904,4008,0
7134962,108,662041,10,-2481251,-37,650810,9,-731327,-12,263009648,4013,0
6941780,104,734882,11,-2616258,-40,283282,4,-766878,-12,262907111,4011,0
7204482,109,728894,11,-3365279,-52,332986,5,-502419,-8,263139025,4015,0
7138549,104,1005510,15,-2481223,-38,494608,7,-441700,-7,263099230,4013,0
6547420,99,1070287,16,-2752276,-42,219116,3,-269226,-5,262993606,4012,0
6416382,97,799363,12,-2886397,-45,248338,3,-244393,-4,262882441,4011,0
6155202,93,665007,10,-2817480,-43,176706,7,-288356,-5,263505507,4020,0
5696251,86,596120,9,-3018017,-47,536800,8,-120734,-2,263323559,4017,0
4909160,74,665492,10,-2609178,-40,434673,6,-107029,-2,263161357,4015,0
4974598,75,667248,13,-2473823,-38,536994,8,46949,0,263165389,4015,0
4519066,68,873754,13,-2676193,-41,515981,7,-9209,-1,263335514,4018,0
3797527,57,875275,13,-2264465,-35,440025,6,-120730,-2,263379392,4018,0
3071977,46,935468,14,-2331777,-36,557479,8,148720,6,263358693,4018,0
3005987,45,1070161,16,-2200949,-34,460339,7,55124,0,263209504,4016,0
2481977,37,935488,14,-2261735,-35,625257,9,-46977,-1,263342599,4018,0
2351401,35,730939,11,-2532527,-34,584524,8,-341271,-6,263345874,4018,0
1564440,23,871847,13,-1714392,-27,522733,7,-601617,-10,263237783,4016,0
1038909,15,941586,14,-1372857,-28,403864,6,-738179,-12,262815345,4010,0
842205,12,936858,14,-1916085,-30,440840,6,-374628,-6,262590922,4006,0
777380,11,671237,10,-1438989,-22,129546,1,-659839,-11,262824462,4010,0
711785,10,1009311,15,-1303963,-20,145551,2,-512259,-8,262594811,4010,0
645669,9,938449,14,-1711434,-27,128989,1,-564811,-9,262543001,4006,0
777707,11,666166,10,-1915826,-30,48306,0,-572915,-9,262554947,4006,0
1170430,17,871548,13,-1713023,-27,37153,1,-578475,-9,262904532,4011,0
1039906,15,668673,11,-2118433,-33,-13846,-1,-424364,-7,263211751,4016,0
711625,10,865356,13,-2391317,-37,139503,2,-840179,-13,263137490,4015,0
776480,11,1137355,17,-2050718,-32,74258,1,-435988,-7,262973005,4012,0
-9403,-1,730417,11,-2320347,-36,312920,4,-658517,-11,262835429,4010,0
121811,1,730581,11,-2389972,-37,405372,6,-105328,-2,262560847,4006,0
-145721,-3,1128281,17,-2253613,-35,552777,8,251873,-4,263346358,4018,0
-406951,-7,727105,11,-1581204,-25,1197717,18,-1414473,-22,263075669,4014,0
-734282,-12,933013,14,-1366992,-21,965595,14,-843064,-13,262637497,4007,0
-867163,-14,1001907,15,-1162804,-20,-206920,-4,410668,6,262498124,4005,0
-1128516,-20,469480,7,-1159253,-18,-287020,-5,-661717,-11,263405281,4019,0
-1451659,-23,534903,8,-1362771,-21,1044393,15,-1004541,-16,262605451,4007,0
-1322025,-20,1081530,16,-481485,-8,-73484,-2,422325,6,262517570,4010,0
-1518786,-24,809862,12,-683596,-11,930884,14,794621,12,263427398,4019,0
-1715539,-27,745471,11,-274285,-5,742838,11,429945,6,264077425,4029,0
-2371381,-37,811224,12,-408673,-7,324068,-6,949675,14,263463384,4020,0
-2962041,-46,1144025,17,-406431,-7,-118758,-2,565827,8,263428686,4019,0
-3617679,-56,1011768,15,-473036,-8,449096,6,-1045439,-16,263833575,4025,0
-4010431,-62,809266,13,-129425,-2,934597,14,-1797595,-28,263304427,4017,0
-4666494,-72,884813,13,550923,8,915710,13,-2735969,-42,262518710,4005,0
-4863336,-75,886921,13,1368594,20,1409978,21,-2672914,-41,262590535,4006,0
-5319543,-82,1040153,15,2252776,34,1255936,19,-1509534,-24,262964431,4012,0
-4729682,-73,1111551,16,2461814,37,122200,1,-1498908,-23,262672216,4008,0
-5123104,-79,1175270,17,2251620,34,-72088,-2,-1170025,-13,261969530,3997,0
-4859729,-75,834541,12,1775963,28,-623106,-10,-180063,-3,261700432,3993,0
-3547967,-55,835767,12,1771400,27,-650207,-10,72411,1,261761846,3994,0
-3548865,-55,1101374,16,1294532,20,-1049105,-17,109417,1,262056950,3998,0
-2827124,-31,693410,10,678570,10,-783167,-12,64191,0,261912914,3996,0
-1645624,-26,753684,11,-206666,-4,-151533,-3,-508218,-8,261788617,3994,0
-1515149,-24,1154660,17,-686059,-11,-66570,-2,-652048,-10,262014059,4002,0
-858486,-14,815601,12,-957521,-15,405333,6,-938782,-15,262984690,4012,0
-923330,-15,676371,10,-685178,-11,719324,10,-1018383,-16,263317576,4017,0
-797734,-13,951813,14,61303,0,730384,9,-613097,-10,262934718,4012,0
-995684,-16,1420899,21,129237,1,511728,7,-316378,-5,263286593,4017,0
-1912339,-30,816974,12,201632,3,657138,10,-862717,-14,263203502,4016,0
-2174073,-34,616324,12,677327,10,674790,10,-817395,-13,263036745,4013,0
-1978247,-31,954699,14,541334,8,624626,9,-1089373,-17,262757465,4009,0
-2306607,-36,1090302,16,1291495,19,471041,7,-1133730,-18,262792929,4009,0
-2699935,-42,960266,14,1291723,19,294223,4,-859865,-10,262800289,4010,0
-2305955,-36,757844,11,1092001,16,187660,2,-301659,-5,262929832,4011,0
-3354484,-52,820164,12,750564,11,23586,0,225274,3,263227033,4016,0
-3683513,-57,889468,13,1023425,23,348459,5,180909,2,263468892,4020,0
-3946051,-61,968810,14,1636318,24,150027,2,39051,0,263293546,4017,0
-4729379,-73,1035426,15,1638820,25,380083,5,-194947,-3,263661101,4023,0
-4926242,-76,1100393,16,1367312,20,471486,7,-520975,-8,263551591,4020,0
-5319667,-82,1165097,17,1096488,16,401396,6,-325149,-5,263592737,4022,0
-5975270,-92,1033238,15,1576534,24,747064,11,-412504,-7,263750313,4023,0
-6565523,-101,1035944,15,1917165,29,523354,7,-821889,-13,263366959,4018,0
-6893305,-106,1102796,16,2599330,39,562347,8,-878836,-14,263286986,4017,0
-7615650,-117,1309719,19,2531774,38,525752,6,-975027,-15,262980741,4012,0
-7943377,-122,1243186,16,2397872,36,579542,8,-1145247,-18,262589873,4006,0
-7942843,-122,1106155,16,2397644,36,475224,7,-928686,-15,262830631,4010,0
-7877377,-121,1109098,16,3281968,50,161466,2,-671186,-11,262661365,4007,0
-8274802,-127,1035335,15,2874629,43,129647,1,-573505,-9,262714198,4008,0
-8344667,-128,1227773,18,2861586,43,53194,0,-446711,-7,262707093,4008,0
-7954372,-122,953550,14,2737144,41,78016,1,-316611,-5,262494434,4005,0
-7887911,-121,748131,11,2329690,43,148999,2,-728239,-12,262693387,4008,0
-8216080,-126,953864,14,2806046,42,218886,3,-459787,-8,262571977,4006,0
-7953499,-122,682300,10,2534121,38,222668,3,-758501,-12,263066567,4014,0
-7690951,-117,819721,12,2804465,42,253145,3,-907741,-14,262686005,4008,0
-8150886,-125,950561,14,2397884,36,173261,2,-822543,-13,262823936,4010,0
-8806193,-136,748801,11,2537079,38,294612,4,-745379,-12,262796279,4007,0
-8347188,-128,816206,12,2467029,37,356544,5,-1180836,-19,262519212,4005,0
-8085504,-124,1016537,15,2262810,34,328881,5,-943523,-15,262329987,4002,0
-8474943,-130,1022169,15,2127137,32,-58887,1,-815822,-13,262156122,4000,0
-7881253,-121,1229708,18,2531695,38,141121,2,-613741,-10,262574522,4006,0
-7750357,-119,1230665,18,1988238,30,104179,1,-1065526,-17,262580302,4006,0
-7618898,-117,1163472,15,2463958,37,111498,1,-1095155,-17,262694875,4008,0
-7225259,-111,1033015,15,2463045,37,172232,2,-1165202,-18,262511751,4005,0
-7094325,-109,1164544,17,1986893,30,191289,2,-1139263,-18,262420168,4004,0
-7159103,-110,893741,13,1919376,29,429228,6,-1360806,-21,262466131,4004,0
-6962392,-107,894518,13,2248824,34,244202,3,-988456,-16,262377219,4003,0
-6962719,-107,1030453,15,2122186,32,335984,5,-1421453,-22,262118945,3999,0
-6831779,-105,1095115,16,1781548,27,196398,2,-981025,-15,262595940,4006,0
-5912815,-91,558559,8,1984210,30,332103,5,-1221056,-19,262339777,4002,0
-6179504,-95,954684,14,1847431,28,91294,1,-1136217,-18,262774278,4009,0
-6507080,-101,881775,13,1237134,18,83739,1,-1038577,-16,262834505,4006,0
-5917013,-91,888704,13,1982734,30,-47237,-1,-902413,-14,262497777,4005,0
-5523965,-85,1087767,16,1572950,24,79062,1,-964064,-15,262524940,4005,0
-5588844,-86,883935,13,1369691,20,9082,3,-1097664,-17,262138226,3999,0
-5392080,-83,818406,12,1708731,26,134131,2,-1113892,-17,262205941,4000,0
-5129640,-79,817563,12,1436319,21,61089,0,-1220575,-19,262344281,4003,0
-4933024,-76,882842,15,1434242,21,295590,4,-1380580,-22,262501970,4005,0
-4605587,-71,1020236,15,1433786,21,166416,2,-1257337,-20,262459664,4004,0
-4539133,-70,685057,10,1843144,28,-185508,-3,-1271773,-20,262189876,4000,0
-4408463,-68,884495,13,1297595,19,150124,2,-1150648,-18,262193917,4000,0
-4408966,-68,1084966,16,1160932,17,-11531,-1,-1207299,-19,262225585,4001,0
-4080159,-63,812875,12,752778,11,113592,1,-1224038,-20,262375712,4003,0
-3817740,-59,810840,12,414372,6,295603,4,-1294676,-20,262407075,4004,0
-3358774,-52,819229,12,614586,9,352295,5,-1327779,-21,262677078,4008,0
-3486242,-54,886514,13,614806,8,312464,4,-1176821,-18,262479123,4005,0
-3487047,-54,1290852,19,613390,9,228058,3,-1291721,-20,262818401,4010,0
-3223526,-50,750228,11,410398,6,215440,3,-1266480,-20,262554323,4006,0
-3025342,-47,213463,3,684014,10,142595,2,-1204598,-19,262427710,4006,0
-3486066,-54,818528,12,547053,8,431301,6,-1466342,-23,262389622,4003,0
-3486839,-54,957618,14,477679,7,141850,2,-1310102,-20,262299902,4002,0
-2895728,-45,817439,12,341032,5,134113,1,-1543562,-24,262640556,4007,0
-2833708,-44,744284,11,1225058,18,144870,2,-1718381,-27,262468467,4004,0
-2834612,-44,886587,13,1360109,20,263321,4,-1311711,-21,262498094,4005,0
-2571820,-40,748602,11,814843,12,331433,5,-1351496,-21,262299314,4002,0
-2243863,-35,811806,12,406444,6,242530,3,-1367506,-21,262343470,4003,0
-2178338,-34,877003,13,473276,7,117585,1,-1371497,-21,262387164,4003,0
-2047276,-32,815436,12,813694,12,137162,2,-1387142,-22,262374744,4003,0
-1915407,-30,609938,9,406011,6,-80273,-2,-1374955,-21,262399564,4003,0
-1588484,-25,1011212,15,-4480,-1,145905,2,-1347099,-21,262585530,4006,0
-1522504,-24,939305,14,-548385,-2,93960,1,-1237065,-19,262431751,4004,0
-1325840,-21,744747,11,335497,5,117376,1,-1350765,-21,262357437,4003,0
-996832,-16,473183,7,63344,0,57580,0,-1355616,-21,262538260,4006,0
-992733,-15,880425,13,-413929,-7,389260,5,-1472105,-23,262858630,4007,0
-863425,-14,1019235,15,61295,0,313125,4,-1360592,-21,262557487,4006,0
-600218,-10,744738,11,-550119,-9,234891,3,-1544117,-24,262636025,4009,0
-862289,-14,744018,11,-617653,-10,270732,4,-1352261,-21,262517816,4005,0
-600108,-10,942583,14,-551740,-9,396106,6,-1400913,-22,262354313,4003,0
-469801,-8,1080790,16,-688191,-11,323996,2,-1324082,-21,262705040,4008,0
-535168,-9,949927,14,264814,4,202719,3,-1535993,-24,262671925,4008,0
-469837,-8,1017935,15,-144042,-3,240088,3,-1189333,-19,262741457,4009,0
-272303,-5,747403,11,-347505,-6,163298,2,-1438825,-22,262883245,4011,0
-75117,-2,612277,9,-347961,-6,138675,2,-1335846,-21,262306938,4002,0
-141274,-3,813819,12,-219822,-4,154044,2,-1429070,-22,262470009,4004,0
-75932,-2,948152,14,-485119,-8,982,0,-1547828,-24,262835559,4010,0
-206566,-4,745802,11,-483955,-5,308375,4,-1406159,-22,262740002,4009,0
186565,2,1084788,16,-282537,-5,478661,7,-1292939,-20,262795293,4009,0
317659,4,879915,13,-622231,-6,320470,4,-1483984,-23,262826935,4010,0
580461,8,682601,10,-78522,-2,154658,2,-1560925,-24,263035420,4013,0
379931,5,672682,10,-418079,-7,336082,5,-1503871,-23,262691810,4008,0
380180,3,806240,12,-554073,-9,227393,3,-1544904,-24,262858756,4007,0
313450,4,1008470,15,-555009,-9,202192,3,-1409764,-22,262684670,4008,0
510084,7,871654,13,-827406,-13,-37574,-1,-1181538,-19,262953037,4012,0
576033,8,941372,14,-555685,-9,-34687,3,-1365575,-21,262859811,4010,0
510673,7,871583,13,-690818,-11,179935,2,-1226670,-19,262841096,4010,0
-17461,-1,731863,11,-553227,-9,215551,3,-1311941,-21,262749161,4009,0
114601,1,459569,9,-962514,-15,76647,1,-1428062,-22,262291694,4002,0
835177,12,730447,11,-828149,-13,274714,4,-1474025,-23,262326414,4002,0
966446,14,664310,10,-691943,-11,291879,4,-1192817,-19,262415775,4004,0
571772,8,1133983,17,-896641,-14,186509,2,-1449978,-21,262355596,4003,0
637439,9,1068370,16,-627130,-10,150734,2,-1274508,-20,262582555,4006,0
769903,11,596104,9,-759460,-12,433526,6,-1386177,-22,262764376,4009,0
1097106,16,865466,13,-436317,-7,255374,3,-1286679,-20,262474915,4005,0
1162245,17,870140,13,-285849,-5,-47965,-1,-1399722,-22,262168451,4000,0
1163560,17,530909,8,-556625,-10,247077,3,-1446091,-23,262593196,4006,0
1033153,16,328616,5,-555689,-9,254512,3,-1449375,-23,262313013,4002,0
1556973,23,595826,9,-898175,-14,287344,4,-1323188,-21,262403083,4003,0
1884424,28,799723,12,-695144,-11,339229,5,-1314387,-21,262184420,4004,0
1622155,24,730660,11,-898875,-14,243185,3,-1494397,-23,262461836,4004,0
1884479,28,795868,12,-1036686,-16,262401,4,-1510560,-24,262386119,4003,0
1884067,28,866275,13,-832271,-13,258083,4,-1771843,-28,262463960,4004,0
2015525,30,797315,11,-1037363,-16,204185,3,-1844001,-29,262217332,4001,0
2539934,38,865846,13,-970530,-15,98605,1,-1595536,-25,262413977,4004,0
2604553,39,1202833,18,-1312796,-21,28656,0,-1240057,-19,262221446,4001,0
3195708,48,865868,13,-1040801,-16,136380,2,-1554060,-24,262287437,4002,0
3458276,52,797600,12,-1449794,-23,-105782,-2,-1618854,-25,262255112,4001,0
3790243,57,733787,11,-1585993,-25,132889,2,-1517798,-20,262432098,4004,0
3921448,59,732771,11,-1525820,-24,-31722,-1,-1313704,-21,262352166,4003,0
4576618,69,935568,14,-1725417,-27,8946,0,-1277323,-20,262260048,4001,0
4971124,75,533295,8,-1521403,-20,102428,1,-1303002,-20,262642026,4007,0
4577295,69,933270,14,-1997373,-31,247309,3,-1536260,-24,262485403,4005,0
4642618,70,863678,13,-2269322,-35,242918,3,-1490732,-23,262572968,4006,0
4643316,70,394156,6,-1995713,-31,384525,5,-1421942,-22,262580973,4004,0
4778308,72,537045,8,-1860369,-29,646504,9,-1196190,-19,263042636,4013,0
4711671,71,871848,13,-2134190,-33,503360,7,-1121436,-18,262777080,4010,0
5039743,76,871350,13,-2202407,-34,503256,7,-1350575,-21,262978328,4012,0
4579975,69,1077081,16,-1656921,-26,517934,7,-1483975,-23,262679451,4008,0
4318686,65,738763,11,-1859480,-29,417137,5,-1464583,-23,263073393,4014,0
4122544,62,536952,6,-1652964,-26,482463,7,-1259772,-20,262708702,4008,0
3859960,58,541228,8,-1245273,-20,474658,7,-1264201,-20,262664670,4007,0
3990841,60,673291,10,-1994317,-31,474343,7,-1333385,-21,262779816,4009,0
3793726,57,871875,13,-1994105,-31,466262,7,-1276023,-23,262922225,4011,0
3662896,55,739256,11,-1524612,-24,455617,6,-1208304,-19,263130344,4015,0
3531270,53,873300,13,-1789225,-28,374225,5,-928722,-13,262870848,4011,0
3400326,51,805187,12,-1987594,-31,128235,1,-989761,-16,262770840,4009,0
3662449,55,1206454,18,-2266785,-35,204561,3,-1177859,-18,262683866,4008,0
3596722,54,1003615,15,-2333838,-29,278242,4,-876366,-14,262834735,4010,0
3531305,50,940520,14,-1788777,-28,317907,4,-1133589,-18,262704027,4008,0
3334823,50,805181,12,-1856294,-29,438314,6,-993684,-16,262447906,4004,0
3404865,51,673210,10,-2400791,-37,528271,8,-852082,-14,262655204,4009,0
3601448,54,676524,10,-1992400,-31,486927,7,-791946,-13,262953731,4012,0
3076740,46,874596,13,-2398534,-37,358725,5,-978576,-15,262829717,4010,0
3141600,47,1010776,15,-2263939,-35,370795,9,-925723,-15,262634643,4007,0
3272954,49,747287,11,-1854148,-29,366593,5,-957885,-15,262738414,4009,0
2879346,43,945421,14,-1990835,-31,422148,6,-999341,-16,262889095,4011,0
3010332,45,1012918,10,-1651085,-26,400088,6,-619624,-10,262736409,4009,0
3011920,45,407471,6,-1853424,-29,416506,6,-677348,-11,262823943,4010,0
2749170,41,543738,8,-1514430,-24,247423,3,-751199,-12,263165211,4015,0
3076854,46,675399,10,-2058564,-32,380717,5,-837666,-10,263062458,4014,0
2944948,44,880287,13,-1587798,-25,170547,2,-603305,-10,262935799,4012,0
2879514,43,878552,13,-1922609,-30,162621,2,-726327,-12,263340343,4018,0
2617298,39,811406,12,-1853471,-20,471688,7,-312475,-5,263369982,4018,0
2616612,39,815955,12,-1309558,-20,353387,5,-396535,-7,263198802,4016,0
2420850,36,678136,10,-1648348,-29,196027,2,-301964,-5,262997162,4013,0
2486298,39,1014724,15,-1718201,-27,200620,3,-355941,-6,262857963,4010,0
2485792,37,882721,13,-1377327,-22,-19258,-1,-336494,-6,262615969,4007,0
2157643,32,949884,14,-1306836,-20,46976,0,-351116,-6,263184023,4019,0
1166113,17,937734,14,-1033663,-16,157562,2,-407720,-7,262989060,4012,0
969744,14,803359,12,-1373364,-21,-91239,-2,-267697,-5,262827560,4010,0
1621977,24,792158,12,-1579002,-25,118830,1,-411561,-7,263001311,4013,0
1491415,22,133239,2,-1575281,-25,99043,1,-404184,-7,263180120,4015,0
1295246,19,388035,5,-1508457,-24,-53168,-1,-428391,-7,263120386,4014,0
1490630,22,796593,10,-1102378,-17,215680,3,-743884,-12,263428149,4019,0
