X_GYRO_LOW,X_GYRO_OUT,Y_GYRO_LOW,Y_GYRO_OUT,Z_GYRO_LOW,Z_GYRO_OUT,X_ACCL_LOW,X_ACCL_OUT,Y_ACCL_LOW,Y_ACCL_OUT,Z_ACCL_LOW,Z_ACCL_OUT,TIME_STAMP
330276,5,887782,13,264817,4,1870621,28,2307920,35,262611500,4007,0
265823,4,547479,10,-276419,-5,1616314,24,2239379,34,262647507,4007,0
-128536,-2,1015812,15,-482052,-8,1790000,27,2275577,34,262762393,4009,0
-128933,-2,1150530,17,-285916,-5,1757684,26,2132358,32,262801491,4010,0
-190560,-3,1026972,15,62472,0,1947963,29,2180192,34,262797758,4009,0
-255997,-4,961260,14,266935,-4,1621151,24,2283417,34,262842328,4010,0
-190033,-1,688068,10,-208801,-4,1688798,25,2149357,32,262998139,4013,0
-58019,-1,553887,8,-140330,-3,1873247,28,2236426,34,263195120,4016,0
-516803,-8,812809,12,-342991,-6,1778819,27,2229366,34,262984669,4012,0
-518053,-8,958706,14,-4150,-1,1900139,29,2334628,35,263040583,4013,0
-582678,-9,685765,7,-614037,-10,1912363,29,2265335,34,263052107,4013,0
-254422,-4,549722,8,-615641,-10,1753927,26,2234509,34,262953189,4012,0
138384,2,620841,9,-12641,-1,2021312,30,2330528,35,262956846,4012,0
-189822,-3,754641,11,-276581,-5,1888810,28,2354611,35,262938135,4012,0
-386351,-6,818989,12,-616129,-10,1847534,28,2134860,32,263126990,4014,0
-386676,-3,748519,11,-208883,-4,1964969,29,2129829,32,263019668,4013,0
-193183,-3,616094,9,63586,0,2056175,31,2399784,36,262953406,4012,0
-193697,-3,1011891,15,-481824,-8,1993432,30,2416053,36,263005289,4013,0
-259005,-4,749666,11,-72657,-2,1689071,25,2351800,35,262874093,4011,0
3611,0,548342,8,-209331,-4,1922976,29,2254900,34,262579264,4006,0
-259050,-4,813577,12,-480889,-8,1758644,26,2208892,33,262829191,4010,0
-193289,-3,744548,11,-160591,-3,2065551,31,2260936,34,263008140,4013,0
134719,2,613538,9,-277551,-5,2032980,31,2265499,34,262845523,4010,0
-62077,-1,678452,10,-549100,-9,1963403,29,2123678,32,262757200,4009,0
-323718,-5,546884,8,-139720,-3,1823395,27,2392689,36,262870458,4009,0
-259073,-4,812992,12,-548888,-9,2074737,31,2219737,33,263115161,4014,0
-259411,-4,749931,11,-480425,-8,1719374,26,2481896,37,263081889,4014,0
-520811,-8,612901,9,-275271,-5,1964460,29,2290698,34,262738238,4009,0
-520845,-8,614054,9,-548188,-9,2210196,33,2212212,33,262832618,4010,0
-390212,-6,812825,12,-548432,-9,1988867,30,2216021,33,262690089,4008,0
-521909,-8,1017692,15,-274222,-5,2020980,30,2236743,34,262980289,4012,0
-324764,-5,816352,12,-140664,-3,1919370,29,2221601,33,263055520,4013,0
2735,0,883419,13,-210038,-2,2025100,30,2388099,36,262826206,4010,0
-62890,-6,885899,13,131326,2,2012888,30,2244981,34,262833391,4010,0
-587310,-9,950810,14,-140223,-3,1911748,29,2437156,37,262846546,4010,0
-259447,-4,752094,11,61746,0,1749711,26,2165002,33,262797732,4009,0
-62293,-1,682414,10,-73105,-2,1952698,27,2319394,35,262901943,4011,0
-521373,-8,816161,13,-479454,-8,1835757,28,2511115,38,262787528,4009,0
-320809,-5,755697,11,-140126,-3,1858965,28,2364993,36,262667569,4007,0
-59145,-1,892370,13,-199656,-4,1903684,29,2122865,32,263015502,4013,0
-256627,-4,1228426,18,-6006,-1,1964105,29,2118737,35,262797638,4009,0
-452931,-7,1156854,17,-481082,-10,2016226,30,2200912,33,262753400,4009,0
-387676,-4,1089711,16,-481531,-8,1992255,30,2180194,33,262930145,4011,0
-255272,-4,753982,11,-344352,-6,1948180,29,2360256,36,262738730,4009,0
-320293,-5,750768,11,-480123,-8,1936748,29,2379671,36,262969282,4012,0
-189972,-3,887098,13,-549050,-9,1884180,29,2282528,34,262809774,4010,0
-386951,-6,958274,11,-2986,-1,1924692,29,2342795,35,263032675,4013,0
-517136,-8,686437,10,-343203,-6,1850982,28,2311683,35,262944959,4012,0
-255211,-4,753427,11,-674495,-11,2081247,31,2306571,35,262773743,4009,0
6146,0,1088260,16,-686441,-11,1843210,28,2352234,36,263264072,4017,0
-256465,-4,1224406,18,-482002,-9,1754585,26,2258123,34,262945163,4012,0
-189914,-3,481751,7,-683634,-11,1933660,29,2472611,37,262834103,4010,0
-58043,-1,551530,8,-412327,-7,2045770,31,2481618,37,262854374,4010,0
-59004,-1,824225,12,-4591,-1,1924479,29,2371728,36,262925550,4014,0
-58609,-1,753600,11,-413035,-7,1973911,31,2617886,39,263459265,4020,0
6429,0,953419,15,-72613,-2,2026484,30,2566493,39,263057618,4013,0
-583219,-9,823915,12,-3450,-1,2052972,31,2138798,32,262721393,4008,0
-451804,-7,754443,11,-411895,-7,1984573,30,2228834,34,262940428,4012,0
-386384,-6,754995,11,-207897,-4,1925440,29,2530143,34,262924449,4011,0
-451721,-7,688169,10,-139433,-8,1935660,29,2290960,34,262730465,4008,0
-193190,-4,740073,11,-413183,-7,1909298,29,2468666,37,262988210,4012,0
-525073,-9,742007,11,-140046,-3,2052100,31,2411750,36,263005235,4013,0
-590956,-10,1008090,15,-548986,-9,2085423,31,2253039,34,262932701,4010,0
-262929,-5,870783,13,-889422,-14,1912028,30,2290034,34,262949105,4012,0
-197489,-4,875282,13,61656,0,2070299,31,2489206,37,262997754,4013,0
326696,4,811939,12,60752,0,2065576,31,2212489,33,262972460,4012,0
64872,0,742647,11,-411799,-7,2000130,30,2266278,34,262742239,4009,0
-524443,-9,605114,9,-411571,-7,1794191,27,2185168,36,262902428,4011,0
64472,0,877368,13,-142570,-3,1960060,29,2241461,34,262873337,4011,0
326452,-1,812201,12,129891,1,2085789,31,2150204,32,263116907,4014,0
-328304,-6,741709,11,-208729,-4,1863600,28,2150958,32,263170913,4015,0
-389944,-6,690010,10,64336,0,1810169,27,2062629,31,262864356,4017,0
-321164,-5,891573,13,-4599,-1,1605981,27,2326107,35,263259454,4017,0
-256070,-4,1026317,14,-209061,-4,1956864,29,2330564,35,263004700,4013,0
-255598,-4,888146,13,-412823,-7,2057843,31,2330117,35,262889053,4011,0
-451570,-7,684745,10,-547429,-9,1959477,29,1996698,30,262923190,4011,0
-321496,-5,1023421,15,-345068,-6,1903738,29,2319305,32,262705751,4008,0
-125540,-2,1229172,18,61537,-1,1803388,27,2310707,35,263004967,4013,0
-189587,-3,486944,7,-71639,-2,1795063,27,2204615,33,262916989,4011,0
-189701,-3,754656,11,-276581,-5,1778309,27,2380475,36,262862285,4010,0
-255739,-4,1217695,18,-345775,-6,1738578,26,2303033,35,262937530,4012,0
-59701,-1,1158973,17,-278453,-5,1783530,26,2204228,33,263175302,4015,0
-58633,-1,819892,10,-208117,-4,1895174,28,2074325,31,262927796,4011,0
-189832,-3,758091,11,131416,2,1783142,27,2323137,35,262842684,4010,0
-255261,-4,756349,11,-137890,-3,1717967,26,2401903,36,262675889,4008,0
-124197,-2,819278,12,-617041,-10,1798232,27,2271244,34,263083368,4014,0
-255046,-4,687211,10,-276117,-1,1872171,28,2285708,34,263088098,4014,0
-451367,-7,553427,8,-138961,-3,1945234,29,2440513,37,262906115,4011,0
-320255,-5,618131,9,-479651,-8,1801601,27,1972143,30,263118252,4014,0
-59097,-1,1088573,16,-142446,-3,1782056,27,2295898,35,262631371,4007,0
-190267,-3,956756,14,-277289,-5,1702589,25,2238713,34,262953740,4012,0
-385627,-6,552458,8,-478502,-8,1686221,25,2290761,34,262997196,4013,0
-386103,-6,751671,11,-615893,-10,1886649,28,2206016,33,262798041,4009,0
6790,0,822849,12,-143965,-3,1560781,23,2398013,36,262767667,4009,0
-582724,-9,688090,10,-138977,-3,1702417,25,2192386,33,262829481,4010,0
-517709,-8,889107,13,-275912,-5,1814850,27,2262389,34,262841709,4010,0
-123518,-3,482428,7,-615634,-10,1621155,24,2123747,32,262708409,4008,0
-583174,-9,823969,12,-3450,-1,1584844,24,2026864,30,262805042,4010,0
-583365,-9,827548,12,-752128,-12,1540625,23,2316173,35,262874524,4011,0
-58878,-1,887243,13,-549506,-9,1875579,28,2348013,35,262854222,4010,0
-190242,-3,956764,14,-275204,-5,1781453,27,2038759,31,262737114,4009,0
-582206,-9,550544,8,-478502,-8,1966582,30,2337893,35,262846427,4010,0
-255001,-4,687856,10,-77045,-2,1616981,24,2328635,35,262743260,4009,0
-721361,-12,737926,11,-615357,-10,1726344,26,2282645,34,262842982,4010,0
-852752,-14,806853,12,-411139,-7,1729373,26,2341257,35,262556597,4006,0
-458658,-5,465449,7,-1023778,-16,1947218,29,2062324,31,262906026,4011,0
-197001,-4,673338,10,-344948,-6,1753477,26,2107370,32,262968467,4012,0
64238,0,947633,14,-5896,-1,1782446,27,2074195,31,263079427,4014,0
-524922,-9,807249,12,-412279,-7,1491598,22,2183632,33,263167324,4015,0
-525750,-9,1076050,16,-209697,-4,1782629,27,2180406,33,263012512,4013,0
-394104,-7,812503,12,199258,3,1575871,24,2231460,34,262897901,4011,0
-459334,-8,677078,10,-457865,-7,1870964,28,2123402,32,262920534,4011,0
-196757,-4,604288,9,-548710,-9,1786201,27,2254683,34,262682826,4008,0
64974,0,741564,11,-278097,-5,1649769,25,2217228,33,263092551,4014,0
261089,3,867830,13,-482869,-8,1819247,27,2294480,35,262997374,4010,0
-463337,-8,866222,13,-617044,-10,1812874,27,2259145,34,262631511,4007,0
-726298,-12,940958,14,-4602,-1,1751348,26,2387926,36,263133234,4015,0
-266552,-5,735636,11,-141261,-3,1735067,26,2242006,34,263005404,4013,0
-462665,-8,598472,9,-752098,-12,1705456,26,2242630,34,262802618,4010,0
-397701,-7,800621,12,-413038,-7,1846563,28,2115473,34,262877978,4011,0
-398521,-7,1070622,16,-83838,-2,1857853,28,1985498,30,262768886,4009,0
-398762,-7,1007865,15,198248,3,1817534,27,1993753,30,262958416,4012,0
-201351,-4,868712,13,-345959,-6,1721682,26,2123744,32,262972744,4012,0
-332084,-6,1072159,16,-141300,-3,1754350,26,2106774,32,263119601,4010,0
-595057,-10,1006523,15,62933,0,1801847,25,2021517,30,263131282,4015,0
-266643,-5,802484,10,-482161,-8,1584986,24,2324085,35,262922640,4011,0
-3963,-1,600070,9,-277700,-5,1616590,24,2209519,33,262806024,4010,0
-200785,-4,667217,10,-209952,-4,1805525,27,2141043,32,262634839,4007,0
-200895,-4,732301,11,-549485,-9,1725748,26,2430742,35,262771272,4009,0
-266746,-5,865817,13,-685727,-13,1777639,27,1997378,30,262932100,4012,0
-333092,-5,1133562,17,-890668,-14,1690783,25,2113858,32,262867779,4011,0
-332597,-6,936550,14,-277739,-5,1628823,24,2046281,31,263063914,4014,0
-463017,-8,666438,10,-344567,-6,1582282,24,2367395,36,263324292,4014,0
-332031,-6,735036,11,-209032,-4,1673752,26,2164139,33,263048445,4013,0
-528740,-9,799922,10,-547653,-9,1782711,27,2221177,33,263016894,4013,0
-200205,-4,464548,7,-344543,-6,1814785,27,2353325,35,262656328,4007,0
-3849,-1,533836,8,-73954,-2,1684578,25,2137150,32,262694733,4008,0
-266553,-5,733887,11,-345259,-6,1936875,29,2428457,34,262929558,4011,0
-266612,-5,736795,11,-5263,5,1822765,27,2282860,34,262834359,4010,0
-70919,0,936330,14,-347106,-6,2000243,30,2143252,32,263083358,4014,0
-135579,-3,802014,12,-277952,-5,1886772,28,2021380,30,262951835,4012,0
-135643,-3,735700,11,-141489,-3,1778990,27,2306750,35,263021395,4014,0
-135349,-3,669545,10,-5483,-1,1693305,25,2245746,34,263056989,4013,0
-4688,-1,868925,13,-958636,-15,1940120,29,2269821,34,262945256,4012,0
-70378,-2,935084,14,-482648,-8,1730221,26,2305159,35,263331056,4018,0
-333061,-6,1008402,15,-4563,-1,1743539,26,2469484,37,263125796,4014,0
-126996,-2,540274,8,-956396,-15,1746608,26,2114679,31,263011724,4013,0
2863,0,946297,14,-754269,-7,1847745,28,2253252,34,263080182,4014,0
-849691,-13,546958,8,-69897,-2,1735114,26,2220353,33,262942436,4012,0
-651292,-10,409517,6,-410105,-7,2077352,31,2310434,35,262841500,4010,0
-193952,-3,948272,14,-481360,-8,1887985,28,2318787,35,262957280,4015,0
-586310,-9,612248,9,-343042,-6,1933240,26,2026315,30,262824693,4010,0
-520486,-8,545622,11,-412881,-7,1870868,28,2217751,33,262750057,4009,0
-259971,-4,1086475,16,-73836,-2,1725202,26,2461361,37,263065705,4014,0
-455842,-7,815620,12,-752406,-12,1766631,26,2217169,33,262996710,4013,0
3466,0,741303,11,-1093559,-17,2028903,30,2298332,32,262924341,4011,0
-324463,-5,811250,12,-424978,-7,1955265,29,2111513,32,262749200,4009,0
-389986,-6,951040,14,-140907,-3,1798273,27,2099181,32,262777134,4009,0
-194414,-3,1085360,16,-210062,-4,2161296,32,2208934,33,262657699,4007,0
-320545,-5,617993,9,-479194,-8,1823116,27,2290766,34,262873653,4008,0
-386376,-6,756199,11,-71898,-2,1863110,28,2250565,34,262674556,4008,0
-124923,-2,961395,12,-277501,-5,1976033,30,2262218,34,262741948,4009,0
-58727,-1,821028,12,-413271,-7,1915663,29,2145162,32,262662375,4007,0
-190296,-3,959092,14,-141762,-3,1874831,28,2058229,31,262891986,4011,0
-387469,-6,1159226,17,-209313,-4,1931628,29,2291032,33,262833160,4010,0
-583221,-9,824510,12,64549,-4,1855177,28,2155860,32,262956211,4012,0
-582896,-9,956375,14,-275920,-5,1714999,26,2380059,36,262803014,4010,0
-452358,-7,890813,13,-72141,-2,1871533,28,2401173,36,262731132,4008,0
-321326,-5,891593,13,-4827,-1,2125092,32,2258017,34,262642193,4008,0
-387020,-6,1022786,15,-412839,-7,1907682,29,2118982,32,262943882,4012,0
-387044,-6,1024512,12,-208817,-4,1851445,28,2290577,34,262897424,4011,0
-58626,-1,755359,11,-209037,-4,1896103,28,2269627,34,262693992,4008,0
-58866,-1,823296,12,-5047,-1,1971825,30,2102789,32,262876113,4011,0
-190283,-3,955566,14,-413287,-7,2001450,30,2567634,33,262622931,4007,0
-255555,-4,953341,14,-685057,-6,1858561,28,2083007,31,262820643,4010,0
-255892,-5,1229484,18,130221,1,2125369,32,2097998,32,262992896,4012,0
-59341,-1,960877,14,198251,3,2123246,32,1984723,30,262720052,4008,0
-124575,-2,753441,11,-412351,-7,2013035,30,2339009,35,262877439,4008,0
-451585,-7,684760,10,-547429,-9,1767125,29,2242341,34,262622636,4007,0
-517348,-8,753795,14,-480831,-8,1935785,29,2348176,35,262678987,4008,0
-125200,-2,1156010,17,-618221,-10,2114256,32,2227685,33,262857041,4010,0
-59803,-1,1224655,18,-417150,-7,1890845,28,2218013,33,262654468,4007,0
-386784,-6,753852,11,-343896,-6,1945496,29,2579370,33,262991981,4012,0
-582935,-9,754847,11,-207212,-3,1908592,29,2408292,36,262969528,4012,0
-452298,-2,754700,11,-276809,-5,2021455,30,2318060,35,262823748,4010,0
7072,0,688637,10,-141030,-3,2087125,31,2158932,32,263039172,4013,0
-320596,-5,624357,9,-3655,-1,1976821,30,2343069,35,262913319,4011,0
72596,1,687509,10,-277257,-5,1905256,29,2224604,33,263131587,4015,0
72206,1,824567,12,-72818,-2,1866818,28,2332470,35,262583687,4006,0
-387002,-6,1021624,15,-548838,-9,2149482,32,2327321,35,262742221,4009,0
-452197,-7,951355,14,-757298,-12,1850993,28,2340300,35,262683127,4008,0
-386108,-6,622568,9,64572,0,1924649,29,2498420,38,262836960,4010,0
-254815,-4,555935,8,132352,2,1892050,28,2298318,35,262968901,4012,0
-386053,-8,552836,8,-206732,-4,1726891,26,2404862,36,262765409,4009,0
-386039,-6,686582,10,-343660,-6,1929268,29,2420449,36,262965565,4012,0
-255746,-4,760503,11,-141266,-3,1949170,29,2178617,33,263317751,4017,0
-57857,-1,549293,8,-684325,-11,1823545,27,2253330,34,263004375,4013,0
-450982,-7,483254,7,-546045,-9,1868184,28,2322507,35,263060513,4013,0
-779597,-12,818598,12,-614760,-10,1988598,30,2245184,34,262869380,4011,0
-452277,-7,954233,14,-89621,-2,1855783,28,2220575,33,263083773,4014,0
-190306,-3,889944,13,-209053,-4,1807681,27,2523250,38,262821385,4010,0
-255490,-4,823090,12,-140590,-3,1657665,25,2377218,36,262791141,4009,0
-255194,-4,684830,10,-547658,-9,1731303,26,2404365,36,263089175,4009,0
-451995,-7,821213,12,-343903,-6,1939763,28,2409320,36,262743135,4009,0
-517700,-8,760611,11,539868,8,1831510,27,2364014,36,262893946,4011,0
-58840,-1,823293,12,-141274,-3,1896048,28,2220907,33,262964462,4012,0
-256065,-4,1089713,16,-549545,-9,1965085,29,2399952,36,262969335,4012,0
-517882,-8,954134,14,-548145,-9,1904306,29,2498703,33,263003648,4013,0
-451571,-7,685912,10,-411430,-3,2028923,30,2400702,36,262714833,4008,0
-517289,-8,821707,12,-275676,-5,1932078,29,2323194,35,262694508,4008,0
-255982,-4,1024063,15,-277297,-5,1979673,30,2139907,32,262753122,4009,0
5704,0,823395,12,-141730,-3,1820062,27,2563794,39,262879289,4008,0
-57758,-1,419104,6,-139859,-3,1928234,29,2294898,35,262750176,4009,0
-255341,-4,1019027,15,130398,1,1827178,27,2257908,34,262945142,4012,0
2610,0,949667,14,-346273,-6,1775269,27,2283554,34,262715037,4008,0
-127936,-2,812579,12,-546812,-9,1713474,26,2218224,33,262766355,4009,0
-716767,-11,409503,6,-409877,-7,1791161,27,2413192,37,262715043,4008,0
-455253,-7,548428,8,326878,4,2032944,31,2310583,35,262841612,4010,0
-194091,-3,1018586,15,-141827,-3,1673601,25,2307784,35,262920371,4011,0
3021,0,878920,13,-754033,-12,1646036,25,2380672,36,262974162,4012,0
-62374,-7,748301,11,-207971,-4,1826936,27,2164061,33,263107437,4014,0
-455020,-7,545029,8,-343262,-6,1944877,29,2388627,36,262766822,4009,0
-193053,-3,677623,10,-344646,-6,1964444,29,2327024,35,262865729,4011,0
-586457,-9,680251,10,-275279,-5,1810386,27,2161693,32,262722566,4008,0
-652003,-10,681368,10,-276597,-5,1815337,27,2294502,35,262969074,4012,0
-190086,-3,889379,13,-277053,-5,1916206,29,2187690,33,263095439,4014,0
-124563,-2,891175,13,-269890,-5,1981041,30,2355101,35,262961071,4012,0
-123602,-2,554334,8,-72102,-2,1916461,29,2355303,35,262899154,4011,0
-255177,-4,754625,11,-276353,-5,1911877,29,2200464,33,262964286,4012,0
-386353,-6,616912,9,-615421,-10,1871342,28,2327732,35,262754532,4009,0
-188932,-3,484630,7,-343637,-6,1915100,29,2179919,33,262975990,4012,0
73192,1,683223,10,-480343,-8,2044388,31,2041265,31,262915295,4011,0
-517672,-8,887950,13,-411910,-7,1947721,29,2173065,33,262761711,4009,0
-452196,-7,889747,17,-209769,-4,1814666,27,2213500,33,262837442,4010,0
-387512,-6,1223715,18,-549545,-9,1916730,29,2162485,32,263115222,4014,0
-451985,-7,885746,13,-553064,-9,1789942,27,2230552,34,262670858,4008,0
134177,2,951513,14,-142731,-3,1770986,27,2355933,35,262917657,4011,0
199509,3,881382,13,-482720,-8,1722654,26,2392804,36,262930330,4011,0
-391387,-8,1153014,17,-141159,-3,1809830,27,2054829,31,262846557,4010,0
-193711,-3,881016,13,-481352,-8,1751147,26,2246353,34,262833981,4010,0
3632,0,612322,9,-139272,-3,1782096,27,2078800,31,262932249,4012,0
-718093,-11,882200,13,-275530,-5,1778833,27,2067050,31,262757178,4009,0
-587706,-9,1087292,16,-72224,-2,1863191,28,2151759,32,262964280,4012,0
-652713,-10,949071,14,-343993,-6,1798430,27,2418439,36,262925993,4011,0
-587418,-9,1015869,15,-281384,-5,1699080,25,2420700,36,263117340,4014,0
-325284,-5,884297,13,-72900,-2,1629317,24,2463348,37,262717141,4008,0
-127840,-2,748677,11,-209111,-3,1853463,28,1932923,29,262640914,4007,0
-255940,-4,889379,13,-276825,-5,1669689,25,2053866,31,262954186,4012,0
-255502,-4,888216,13,-412823,-7,1779772,27,2462512,37,262711739,4008,0
-322521,-5,1426902,21,-415394,-7,1698151,25,2184522,33,263060112,4013,0
-59176,-1,1021432,15,-617977,-10,1766279,26,2114506,32,263214561,4016,0
-124308,-2,886635,9,-276565,-5,1496080,22,2173206,33,263000940,4013,0
-385782,-6,554116,8,-71190,-2,1907431,29,2233790,34,262992704,4012,0
-583029,-9,757141,11,64785,0,1751471,26,2347001,35,263152362,4015,0
-124844,-2,956281,14,-345516,-6,1766429,26,2143796,32,262924863,4011,0
72403,1,820599,12,-481727,-8,1823302,27,2437909,37,262759295,4009,0
-123837,-7,547806,8,-818955,-13,1814531,27,2156361,32,262795402,4009,0
-451325,-7,617434,9,-547193,-9,1513516,23,2266221,34,263152416,4015,0
-124717,-2,1024101,15,-5755,-1,1652597,25,2100185,32,262773581,4009,0
-256200,-4,1092569,16,-141534,-3,1630090,27,2250287,34,262833761,4010,0
-387161,-6,1026799,13,63857,0,1766183,26,2160491,32,262888907,4011,0
-386344,-6,819569,12,-548130,-9,1755099,26,2163228,33,263116027,4014,0
72111,1,954195,14,-290517,-5,1770137,27,2189244,33,262825485,4010,0
-124649,-2,755897,11,-140810,-3,1617425,24,2463160,36,262703284,4008,0
-255720,-4,891613,13,-4827,-1,1766267,26,2197227,33,262873230,4011,0
-124206,-3,756985,11,-4583,-1,1726119,26,2131571,32,263027924,4013,0
-517519,-8,821726,12,-275676,-5,1843416,28,2237307,34,262960649,4012,0
-779777,-12,692102,10,201248,3,1876066,28,2232657,34,263103663,4014,0
-386214,-6,689384,10,-3663,-1,1916242,26,2306361,35,263108360,4014,0
-386382,-6,756756,9,-275425,-5,1648956,25,2021894,30,263003610,4013,0
-385756,-6,618091,9,-479423,-8,1794174,27,2324632,35,263065116,4014,0
-58788,-1,822740,12,-340345,-6,1641885,25,2204847,33,263123959,4014,0
-189800,-3,820880,12,-412815,-7,1844171,28,2285471,35,262945199,4012,0
-189723,-3,755813,11,-140582,-8,1766403,26,2139737,32,262988131,4012,0
-189724,-7,947410,14,-1364366,-21,1734584,26,2274350,34,262985055,4012,0
-648794,-10,1016303,15,-1159920,-18,1685959,25,2050925,31,262824823,4010,0
-583300,-9,954734,14,-479918,-8,1725989,26,2123559,32,262992111,4012,0
-452107,-7,887434,13,-480138,-8,1863737,29,2212383,33,263015939,4013,0
-452146,-7,887995,15,-412382,-7,1870918,28,2086740,31,262900117,4011,0
-255519,-4,952168,14,-821056,-13,1722104,26,2172475,33,263067775,4014,0
-55552,-1,1094922,16,-227158,-4,1842834,28,2049883,31,262955274,4012,0
-445180,-7,971081,14,-139772,-3,1749985,26,2299930,35,262988861,4012,0
-378705,-6,766729,11,-411290,-5,1952003,29,2069754,31,262990880,4012,0
-247437,-3,700716,10,-275739,-5,1984401,30,2184140,33,262888164,4011,0
-116944,-2,904061,13,-140676,-3,1690547,25,2143722,32,263055559,4013,0
-116842,-2,901764,13,-820443,-13,1646278,25,2503360,38,262835319,4010,0
-248184,-4,968358,14,-480454,-8,1917072,29,2266766,34,262841684,4010,0
-313544,-5,902707,10,-479054,-8,1685705,25,2393905,36,262647775,4007,0
-510004,-8,835124,12,-275071,-5,1843586,28,2310917,35,263111870,4014,0
-575959,-9,970918,14,-335924,-6,1948230,29,2126745,32,263011108,4013,0
-379447,-6,1306249,19,-345178,-6,1657960,25,2205017,33,263171117,4015,0
