X_GYRO_LOW,X_GYRO_OUT,Y_GYRO_LOW,Y_GYRO_OUT,Z_GYRO_LOW,Z_GYRO_OUT,X_ACCL_LOW,X_ACCL_OUT,Y_ACCL_LOW,Y_ACCL_OUT,Z_ACCL_LOW,Z_ACCL_OUT,TIME_STAMP
-6463622,-99,255904,3,7564446,115,-7741885,-119,12200160,186,-261034675,-3984,0
-6725939,-103,317713,4,7540531,115,-7461416,-114,7408492,113,-257717296,-3933,0
-6460586,-99,-288368,-5,7541743,106,-1415142,-22,4010880,61,-262145549,-4001,0
-3380415,-52,515258,7,6508264,99,-1839957,-29,-2485347,-38,-256694736,-3917,0
-2396059,-37,861257,13,7319606,111,-4044424,-62,-8819416,-135,-256644901,-3917,0
-2002276,-24,-201397,-4,9020296,137,-6420916,-98,-7221168,-111,-262165178,-3975,0
-885657,-14,271317,4,8948368,136,-1192325,-19,-11572034,-177,-264112284,-4031,0
-694069,-11,1429401,21,9896372,151,959184,14,-6002497,-92,-266587877,-4068,0
-1408966,-22,818076,12,8676935,132,1805238,-25,577231,8,-264721394,-4040,0
-2063654,-32,807884,12,7931269,121,-1996753,-31,3289743,50,-262800414,-4011,0
-1540675,-24,333832,5,7387134,112,2021248,30,12544866,191,-264922994,-4043,0
-1407978,-22,-419622,-10,5556618,84,2984221,45,6095798,93,-262434403,-4005,0
-2594067,-40,-29957,-1,5827465,88,2609966,39,2400326,36,-261498862,-3991,0
-2528607,-39,41174,0,5895066,89,-197755,-4,3197092,48,-260424881,-3974,0
-1150230,-18,-165779,-3,5414948,82,-2358812,-36,1742121,-111,-259797219,-3965,0
-496324,-8,1453605,22,5673881,86,-1231418,-19,-16944672,-259,-255413609,-3898,0
947275,14,1126823,17,6423095,98,960969,14,-16660220,-233,-260988185,-3983,0
1998539,30,251701,3,6223446,94,-496578,-8,-6249256,-96,-266923391,-4073,0
2454708,37,1127229,17,6417849,97,-1595701,-25,-1866589,-29,-263330617,-4019,0
1468824,22,1198793,18,7032991,107,853918,13,-3477786,-54,-262745156,-4010,0
944183,15,1802727,27,6828479,104,-1766857,-27,-2560475,-40,-263281006,-4018,0
872956,13,3150677,48,6892211,105,6796713,103,-8812794,-135,-260590818,-3977,0
543878,8,3415178,52,6416441,97,5988523,91,-5506099,-85,-263422180,-4016,0
347239,5,2937873,44,5874816,89,7241668,110,1361639,20,-265649063,-4054,0
21295,0,1988122,30,5200904,79,3743911,57,4622814,70,-265890681,-4058,0
-1092153,-17,2320004,35,4590048,70,-1471053,-41,5463336,83,-263647806,-4023,0
-1747201,-27,2246645,34,4660560,71,-2778168,-43,7185062,109,-263994747,-4029,0
-1684034,-26,2591606,39,4999128,76,-1724471,-27,4056394,61,-260362442,-3973,0
-1815407,-28,2857449,44,4792366,73,2543251,38,-240673,-4,-259176928,-3955,0
219922,3,2596852,39,5264495,80,2785817,42,-7936342,-122,-252918817,-3860,0
1469070,22,1388312,21,5467372,83,1166009,17,-6298815,-97,-257525094,-3930,0
4152214,63,367022,5,5529948,84,496577,7,-817686,-13,-265674571,-4054,0
4280309,65,766929,11,4333673,66,888876,13,10550279,160,-269018736,-4105,0
1984416,30,622435,9,4380614,66,602061,9,8803042,42,-260626588,-3977,0
608626,9,892291,13,4389379,66,958494,14,-971031,-15,-257551788,-3930,0
1462873,22,-657291,-11,4386922,66,91401,1,-1300985,-20,-260860938,-3981,0
3041712,46,-1467456,-23,3976309,58,-3556619,-55,3715999,56,-266342440,-4065,0
4024693,58,-1062941,-17,3836167,58,-2510868,-39,-808642,-13,-266308165,-4064,0
2973886,45,-462041,-8,3293048,50,-2501285,-39,-1871920,-29,-267308947,-4079,0
2054947,16,746005,11,2955439,45,-3692462,-57,2669679,40,-268701176,-4034,0
286341,4,689340,10,3570673,54,-1253356,-20,-3055114,-47,-261668124,-3993,0
-236259,-4,-596036,-10,3033247,46,-420587,-7,-396069,-7,-261777342,-3950,0
228611,3,-1676744,-26,2627228,40,-1317485,-21,-9201188,-141,-259487470,-3960,0
887017,13,-1688307,-26,2487361,37,-4898036,-75,-10002154,-153,-261144564,-3985,0
1410162,21,-1194271,-19,3505407,53,-5052547,-32,-18986634,-290,-258972658,-3952,0
1411136,21,-1323575,-19,3980233,60,-672851,-11,-15604048,-239,-263359080,-4019,0
2259233,34,-387514,-6,3227631,49,-3237834,-50,-4097421,-63,-267999466,-4090,0
2453756,37,-187126,-3,3570075,54,-2637344,-41,4898298,74,-273713742,-4177,0
-1090802,-17,346200,5,3032681,46,-2698388,-42,-1590753,-25,-263394091,-4020,0
-2857618,-44,70405,1,2493362,38,2769232,42,-4435021,-68,-258213249,-3941,0
-3183572,-49,-1478326,-23,2774369,42,3098829,47,5545459,176,-266590915,-4068,0
-2403318,-37,-943213,-15,3303564,50,-4160338,-64,6516783,99,-264937005,-4043,0
-3979057,-61,1285955,19,3651063,55,-2085394,-32,-3240157,-50,-261258840,-3987,0
-4109294,-63,886605,13,4264891,73,-341276,-6,-4474256,-69,-260101194,-3969,0
-2469749,-38,816590,12,4463104,68,-3760076,-58,-6983963,-107,-258153136,-3940,0
-2079909,-32,1354185,20,4187867,63,-1760288,-27,-7028121,-108,-260363376,-3973,0
-2016167,-30,1078278,16,3576400,54,37330,0,-2520343,-39,-264100181,-3983,0
-1816432,-28,-70206,-2,3239980,49,-2663759,-41,967276,14,-263511862,-4021,0
-1355940,-21,-272284,-5,3032826,46,-4500652,-69,641206,9,-265090898,-4064,0
-769242,-12,807751,12,3233264,49,-5614127,-36,-6060427,-93,-262454384,-4005,0
-1622927,-25,1154613,17,2149638,32,-2340386,-36,-9831580,-151,-257895042,-3936,0
-2207213,-34,-10541,-1,2221187,33,-3327468,-42,-7233336,-111,-257000064,-3922,0
-1221877,-19,-883359,-20,2627027,40,-456355,-7,-3440886,-53,-260611242,-3977,0
613264,9,-1155471,-18,2011407,30,-618492,-10,302544,4,-266555901,-4068,0
1004781,15,-616488,-10,2486837,37,-3841804,-59,7205118,109,-267250523,-4078,0
-1416716,-22,-531783,-9,2900898,44,-4161839,-64,12558814,185,-269069937,-4106,0
-2728096,-42,-463996,-8,4092248,62,-162146,-3,6272644,95,-264316794,-4034,0
-3514181,-54,-118844,-2,4130692,63,2067316,31,167814,-59,-260289304,-3972,0
-3580057,-55,481731,7,3249779,49,-1703319,-26,-2081899,-32,-262090262,-4000,0
-3908278,-60,952477,14,3244349,49,-7399299,-113,4014374,61,-266282191,-4064,0
-4172666,-64,1628842,24,3514883,66,-10334170,-158,3710512,56,-263146042,-4016,0
-4108773,-61,1840104,28,4737403,72,-4968087,-76,3321146,50,-257623329,-3932,0
-3713600,-57,822046,12,3924088,59,1761727,26,1711518,26,-259524767,-3961,0
-3445881,-48,216700,3,3108539,47,1414861,21,-80064,-2,-258612743,-3970,0
-2657641,-41,347463,5,2494514,38,-613746,-10,-6550439,-100,-260570335,-3976,0
-2001710,-31,347443,5,2219113,33,-1280784,-20,-10592421,-162,-259198146,-3956,0
-1603162,-25,-668698,-11,1542472,23,-2717803,-85,-8780879,-134,-260169832,-3970,0
-1140428,-18,-2146907,-33,2359728,36,-6552026,-100,401385,6,-267746059,-4086,0
-98699,-2,-718563,-11,3509322,53,-8405176,-129,4521189,68,-270311067,-4125,0
-1350095,-21,1173259,19,4806695,73,-5681964,-87,6097469,93,-271207008,-4139,0
-5675149,-87,428041,6,4408633,67,-5649367,-87,2556900,39,-264446501,-4036,0
-6788582,-104,353143,5,3664721,55,-3075188,-47,-3224475,-50,-260448356,-3975,0
-7246550,-111,553931,8,3529699,53,729769,11,-6198785,-89,-258415296,-3944,0
-6331469,-97,11136,0,4062196,61,-3164626,-49,-2374934,-37,-263002253,-4014,0
-5486096,-84,-600785,-10,4614539,70,-1300409,-20,-1862790,14,-266677435,-4070,0
-5420488,-83,-734335,-12,4095413,62,-6749768,-103,-5882680,-90,-265561760,-4053,0
-5880292,-90,1011839,15,4066285,62,-2425583,-38,-6981798,-107,-262375928,-4004,0
-6207975,-95,136686,2,4206482,72,-2850032,-44,-2746991,-42,-264026566,-4029,0
-6143430,-99,956140,14,5496468,83,-4736768,-73,-4222881,-65,-261755612,-3995,0
-6669318,-102,690988,10,6110051,93,5914919,90,-2753758,-43,-261461653,-3990,0
-6407592,-98,482745,7,5497664,83,2593906,39,1468357,22,-265906527,-4052,0
-6803272,-104,1015736,15,4817423,73,-1641359,-26,-778280,-12,-260782608,-3980,0
-7391745,-113,883312,13,4957077,75,-1276578,-20,800587,12,-260464069,-3975,0
-7389899,-113,270909,4,4414101,67,-1025350,33,4282350,65,-260678503,-3978,0
-6794932,-104,-538655,-9,3870163,59,-388217,-6,3689863,56,-261192199,-3986,0
-6198215,-95,145125,2,2983503,45,168831,2,713772,10,-260591325,-3977,0
-5931225,-91,-121891,-4,2778876,42,-1609653,-25,-3505503,-54,-262945868,-4013,0
-4874695,-75,641925,9,3182185,48,-5000471,-77,-4406756,-68,-262827750,-4011,0
-4613603,-71,983030,14,4405204,67,-2941862,-45,-6203442,-95,-259664294,-3963,0
-4216898,-65,-86016,-2,4678396,71,-1803160,-28,-10000786,-145,-256576841,-3916,0
-3632892,-56,-772976,-12,4612561,70,-714091,-11,-7175192,-110,-260132743,-3970,0
-1800633,-28,-372015,-6,4194330,64,182938,2,-1406470,-22,-263557243,-4022,0
-1737432,-27,503010,7,4055044,65,-845590,-13,4495927,68,-268105399,-4091,0
-2396599,-37,1513523,23,4121780,62,-671194,-11,-543747,-9,-268444097,-4097,0
-3508950,-54,971917,14,3923559,59,920629,14,1255228,19,-266301263,-4064,0
-4953639,-91,30750,0,5294899,80,-640600,-10,1333875,20,-263282736,-4018,0
-6723293,-103,366330,5,5228459,79,888254,13,-7426573,-114,-258623982,-3947,0
-6789203,-98,1783685,27,5426351,82,-1528076,-24,-3297889,-51,-262884934,-4028,0
-6660731,-102,1586010,24,5971932,91,-12458,-1,1481644,22,-266011294,-4060,0
-7446402,-114,697606,10,4756331,72,2084261,31,-667599,-11,-266450842,-4066,0
-8560436,-131,771404,11,5573406,85,1428735,0,-5805274,-89,-258659625,-3947,0
-8558623,-131,377798,5,5844521,89,1290756,19,-7643145,-117,-258801126,-3949,0
-7048402,-108,638808,9,5432643,82,800262,12,-16360659,-250,-256901889,-3921,0
-5738860,-88,1108094,16,4402625,67,1836215,28,-9021176,-138,-262475137,-4006,0
-4297561,-66,899303,13,4130212,63,1958166,29,-6258012,-96,-263985987,-4029,0
-4559906,-70,759974,11,2908656,44,4791545,73,-3429200,-53,-265131379,-4046,0
-5084496,-78,1360163,20,2363728,36,6936691,105,1477083,41,-268817883,-4102,0
-5673812,-87,1558046,23,1821110,27,3668500,55,997690,15,-261052019,-3984,0
-7243573,-111,404588,6,1150642,17,3505528,53,539296,8,-256698747,-3917,0
-6389221,-98,396773,6,1040336,15,-156634,-3,-5429767,-83,-256606420,-3916,0
-4030658,-62,1228193,18,2496541,38,-1423013,-22,3163712,48,-263064033,-4015,0
-4035989,-62,1298574,19,2972272,44,329165,5,-3511546,-54,-259866761,-3966,0
-4427578,-69,2248463,34,3514527,53,1635914,24,-14023090,-214,-252197411,-3849,0
-3113492,-48,1502791,22,2832381,43,4946129,75,-12479175,-191,-255195665,-3894,0
-620694,-10,822635,12,1528463,23,91348,1,-11418098,-175,-259806798,-3949,0
1344954,20,1227163,18,1525908,23,210062,3,-8114447,-124,-263773280,-4025,0
950017,14,1627004,24,2206649,33,-337622,-6,946634,14,-270906037,-4134,0
-308339,-5,1481672,22,1870017,28,2023095,80,7724233,117,-267202985,-4078,0
-1884896,-29,2056969,31,1199422,18,2392132,36,-2731416,-42,-262140185,-4000,0
-5039436,-77,2860472,43,384688,5,2189315,33,-4511751,-69,-259329830,-3958,0
-4579547,-70,2653034,37,-503761,-8,2678715,40,-2637546,-41,-258138314,-3939,0
-2808226,-43,2320598,35,38846,0,4171877,63,-5395323,-83,-256183227,-3910,0
-2219400,-34,2389874,36,-514519,-8,4706993,71,-3329014,-51,-258191387,-3940,0
1386039,21,2989928,45,-1066027,-17,1105149,16,-6940556,47,-262632953,-4008,0
2699402,41,2591272,39,-1270404,-20,4114952,62,5572735,85,-268433034,-4096,0
2567881,39,2123166,32,-726796,-12,4121180,62,7687866,117,-274747211,-4193,0
599803,9,2186938,33,-856180,-20,1219082,18,16950413,258,-272855552,-4164,0
-3529326,-54,1719067,26,-703869,-11,461801,7,13559329,206,-260128973,-3970,0
-4569781,-70,1588724,24,-223783,-4,1244888,18,-11200061,-171,-254904019,-3890,0
-4500748,-46,701216,10,-2062055,-32,3063655,46,-20799439,-318,-250940995,-3889,0
-824434,-13,430085,6,-2544602,-39,-1092679,-17,-7124337,-109,-262468050,-4005,0
1270984,19,1243491,18,-2218177,-34,-4337715,-67,-1268707,-20,-267817268,-4065,0
1658136,25,2389087,36,-2152140,-33,-4172367,-66,-2172082,-34,-267151149,-4077,0
280856,4,821574,12,-371772,-6,1262403,19,-2430877,-38,-260879803,-3981,0
-631786,-10,-565573,-9,-365906,-6,8144052,11,-1403797,-22,-262557308,-4007,0
-303308,-5,-161840,15,-713132,-11,-3938015,-61,559613,8,-264520616,-4037,0
-636623,-10,1189355,18,-100060,-2,664927,10,8687425,132,-269449515,-4112,0
-1426401,-22,1933273,41,-371538,-6,124674,1,12592676,192,-266341756,-4065,0
-3195926,-49,1921026,29,-773711,-12,2637961,40,4768240,72,-258553634,-3946,0
-3518057,-54,246319,3,729753,11,-2227249,-34,552502,8,-256656171,-3917,0
-1812401,-28,251252,3,587299,8,-4112733,-63,1563161,-17,-256733597,-3918,0
-633796,-10,1060725,16,643440,9,-6429125,-99,-10984436,-168,-253349307,-3866,0
941833,14,-344730,-6,1395783,21,-2840389,-44,-6357885,-98,-263428802,-4020,0
2910862,44,-1553480,-24,1801160,21,-4748540,-73,3887731,59,-265440222,-4051,0
4220272,52,597525,9,1043839,15,-4137129,-64,2210968,33,-263736162,-4025,0
2186660,33,463981,7,1252629,19,-168308,-3,-504882,-8,-262323014,-4003,0
1664186,22,-1756200,-27,2010870,30,2445806,37,6697895,102,-264881134,-4102,0
941814,14,-1013099,-16,2214084,33,-1092054,-17,4355343,66,-267390180,-4081,0
217925,3,613741,9,3573568,54,31481,0,4096046,62,-264469524,-4029,0
-1159571,-18,547432,8,3711846,56,1794586,27,762662,11,-261938893,-3997,0
-1814556,-28,538872,8,3782806,57,1102400,16,-2116802,-33,-260774157,-3980,0
-1617612,-25,1021098,15,3915777,59,39807,54,-7061523,-108,-257420444,-3928,0
-765084,-12,613635,-2,2960780,45,4590321,70,9935662,151,-267207752,-4078,0
738519,11,-5400,-1,2143235,32,883490,13,20780077,317,-272851915,-4164,0
-641393,-10,1406329,21,2485851,37,2049044,31,16200215,247,-267095764,-4076,0
-3854629,-59,2762750,42,3237446,49,2377256,36,4711839,-182,-248390846,-3791,0
-3782176,-58,1886727,28,2444018,37,594660,9,-14663910,-224,-248056083,-3786,0
1204488,18,538786,8,2275740,34,1158326,17,-14291203,-145,-254508117,-3884,0
4285536,65,133750,2,1858467,21,-530833,-9,-8386089,-128,-258025976,-3938,0
6842509,104,404017,6,1576649,24,-137335,-3,-7816039,-120,-267900649,-4088,0
6640532,101,1016641,15,2459145,33,1882804,28,554464,8,-270448821,-4127,0
3952322,60,401377,6,1858664,28,3189879,48,6679165,101,-271321208,-4141,0
1986922,30,-73540,-2,1731167,26,634585,9,9754639,148,-270751697,-4132,0
477430,-19,1470698,22,1464934,22,1633191,24,8844620,134,-269201867,-4056,0
-2802430,-43,1539345,23,1810148,27,3556043,54,4427903,67,-259464973,-3960,0
-3523245,-54,1949119,29,2557818,39,3546091,54,6349374,96,-261011222,-3983,0
-2542074,-39,2148369,32,2147088,32,2473807,-2,6127633,93,-259509131,-3960,0
-2016757,-31,1818849,27,2416141,36,-110560,-2,2819413,43,-257677126,-3932,0
-572091,-9,1351219,20,3163003,48,1580881,24,63434,0,-256830791,-3919,0
543524,8,1013051,18,1728281,26,3406724,51,-943500,-15,-258420204,-3944,0
2186603,33,1547770,23,1249159,19,2030233,30,-6625350,-102,-264690565,-4039,0
2842024,43,1952537,29,1311791,20,-1369294,-21,-3673994,-57,-266031175,-4060,0
1919247,29,3104162,47,2060585,31,-456357,-7,-1436167,5,-263114556,-4015,0
1461355,22,2429720,37,1804857,27,4434286,67,1318786,20,-260475739,-3975,0
1004991,15,1077977,16,1798875,27,3513402,53,5140248,82,-262231635,-4002,0
1003969,15,1480533,22,1331331,20,1795277,27,11242251,171,-266421827,-4066,0
1133056,17,2082875,31,1250920,19,3629210,55,16206236,247,-268091896,-4091,0
277660,4,2079733,31,1049899,10,2520606,38,18093045,276,-266914720,-4073,0
-900469,-30,999357,15,857443,13,391972,5,8762949,133,-255833122,-3904,0
-2072572,-32,123584,1,860966,13,-218500,-4,7676291,117,-260429426,-3974,0
-1025920,-16,2157573,32,1933372,29,-1497242,-23,1199210,18,-259114185,-3919,0
1462227,22,2160448,32,2201475,33,2032075,31,7488917,114,-262467059,-4005,0
2053361,31,535628,8,1320009,20,2624462,40,12337761,188,-265852964,-4057,0
2186507,33,533283,8,980717,14,1669237,8,4832276,73,-262439690,-4005,0
1661091,25,1664186,25,504161,7,-909255,-14,12645752,192,-266533645,-4067,0
741423,11,1539783,23,642220,9,-2347774,-36,8188877,124,-261720174,-3994,0
151665,2,1611176,30,1119270,17,2265037,34,3584330,54,-259462984,-3960,0
479161,7,2081030,31,913225,13,3144732,47,4120547,62,-260595155,-3977,0
1200564,18,1874991,28,297911,4,-14604,-1,-4412,-1,-260102867,-3969,0
2579278,39,1541502,23,499844,7,-328403,-6,680147,112,-265331953,-4049,0
2644011,40,1204432,18,306647,4,1794658,27,10961663,167,-267659479,-4085,0
1922119,29,730487,11,504955,7,374841,5,15997519,244,-266251960,-4063,0
1004331,15,1071470,16,1050929,18,1547072,23,2911473,44,-259807100,-3965,0
288040,4,1347530,20,916824,13,735718,11,-2728909,-42,-258707624,-3948,0
1404183,21,1210182,18,505448,7,191707,2,7948471,121,-262706061,-4009,0
2451431,40,945855,14,1114015,16,-215662,-4,11837976,180,-265876682,-4045,0
2189462,33,944725,14,979621,14,1215239,18,1590392,24,-261487296,-3990,0
1339286,20,613813,9,1801761,27,79911,1,3267683,49,-262138020,-3991,0
1141531,17,881776,13,1595462,24,343074,-7,8017451,122,-264246123,-4033,0
1861376,28,818750,12,1118136,17,-914041,-14,12569016,191,-266720964,-4070,0
746722,11,537185,8,850065,12,-2123247,-29,20063436,306,-269924033,-4119,0
-435070,-7,1659648,25,1059389,16,-1471539,-23,12607055,192,-265507197,-4052,0
-2860517,-44,1816485,27,1130105,17,767273,11,8277668,126,-258615948,-3947,0
-2401073,-37,1547803,16,1603877,24,-370182,-6,2804449,42,-256742798,-3918,0
-759640,-12,813882,12,1806298,27,175413,2,9439408,144,-261262748,-3987,0
91725,1,746338,11,1732578,26,1313293,20,6967145,106,-261812736,-3995,0
1009971,15,1018599,15,1867428,28,1838407,28,2787996,-23,-259385446,-3958,0
1338938,20,946149,14,269067,4,3212387,49,-6201847,-95,-259175001,-3955,0
2455882,37,397938,6,-107327,-2,3030429,46,-4076955,-63,-264255246,-4033,0
2651985,40,395072,6,-447986,-13,-95768,-2,2087009,31,-265534643,-4052,0
2127036,32,932446,14,-584039,-9,-834137,-13,3262847,49,-264886120,-4042,0
1469874,22,866271,13,-309542,-5,2258189,34,4089934,62,-263815724,-4026,0
818118,4,532353,8,-575936,-9,3473166,52,2775945,42,-262336461,-4001,0
295322,4,257518,3,-1186949,-19,1545427,23,6310965,96,-263108972,-4015,0
491900,7,324529,4,-1255864,-20,390051,5,7948311,121,-263930695,-4027,0
293876,4,525039,8,-1391878,-22,176051,2,12972215,197,-264376526,-4035,0
-100776,-2,793059,12,-915032,-14,622558,9,9453010,144,-262189448,-4001,0
-165486,-3,802181,12,-439294,-7,1042305,23,7462495,113,-260431284,-3974,0
293144,4,738499,10,-1053286,-17,735378,11,6845870,104,-260500616,-3975,0
687841,10,658826,10,-1597704,-25,283375,4,1778700,27,-259502949,-3960,0
1147711,17,530641,6,-1057588,-17,2394356,36,-544059,-9,-258610180,-3947,0
2918087,44,394127,6,-1332533,-21,3470171,52,-262485,-5,-261034240,-3984,0
3508133,53,525111,8,-2424602,-37,1800744,27,3294776,50,-263278853,-4018,0
3571655,54,792473,12,-2084178,-32,907613,13,6690948,117,-264744540,-4040,0
3243886,49,722884,11,-2417859,-37,1203081,18,8783076,134,-264436366,-4035,0
2522465,38,788269,12,-2420505,-37,563930,8,8572777,130,-263058481,-4014,0
2326248,35,653300,9,-2419349,-34,-652831,-10,10124118,154,-262797976,-4010,0
2056413,31,706154,10,-2487285,-38,-740383,-12,9983566,152,-261273972,-3987,0
2187818,33,639041,9,-2487505,-37,-339256,-6,6633341,101,-260427471,-3974,0
2515965,39,570625,8,-2692622,-42,-350014,-6,6067744,92,-260857975,-3981,0
2778764,42,636083,9,-2965523,-46,-693488,-11,5157378,78,-261035589,-3984,0
3302936,50,374169,5,-2220738,-34,-588453,-9,4240913,64,-261279840,-3998,0
4352756,66,439763,6,-2494323,-39,-366179,-6,2995904,45,-262027076,-3999,0
4221207,64,574734,8,-2629188,-41,-665396,-11,2790239,42,-262361448,-4004,0
3762788,57,573657,8,-2560737,-40,-708728,-9,1985148,30,-262938819,-4013,0
4025284,61,569399,7,-2698088,-42,-698906,-11,1581111,24,-262690581,-4009,0
4091037,62,443945,6,-2017445,-31,-627543,-10,931006,14,-262257659,-4002,0
4156292,63,577038,7,-2358113,-36,-223612,-4,528645,8,-261803978,-3995,0
4156923,63,312077,4,-1677226,-26,-299568,-5,155208,2,-261193922,-3986,0
4419473,67,179309,2,-2020157,-31,-312031,-5,57570,0,-261095210,-3984,0
5403453,82,40978,0,-2020591,-31,-62385,-1,-372305,-12,-260903126,-3982,0
