X_GYRO_LOW,X_GYRO_OUT,Y_GYRO_LOW,Y_GYRO_OUT,Z_GYRO_LOW,Z_GYRO_OUT,X_ACCL_LOW,X_ACCL_OUT,Y_ACCL_LOW,Y_ACCL_OUT,Z_ACCL_LOW,Z_ACCL_OUT,TIME_STAMP
-395709,-7,1009124,15,-752909,-12,32984102,503,-684366,-11,260877187,3980,0
-527173,-9,1076450,16,-752917,-12,33031775,504,-639666,-10,260853450,3980,0
-920067,-15,746287,11,-614827,-10,33153747,505,-660502,-11,260880875,3980,0
-133086,-3,741159,11,-617107,-10,32842363,501,-818600,-13,260832720,3979,0
63066,0,878352,13,-142047,-3,32927969,502,-615084,-10,260925437,3981,0
-265240,-5,1080691,16,-277834,-5,32826381,500,-638435,-10,260527534,3975,0
-265831,-5,1282187,19,-346541,-6,33104690,505,-680007,-11,260694101,3977,0
-724393,-12,1148175,17,-208474,-4,33011285,503,-740378,-12,260800936,3979,0
-723139,-12,808506,12,-547292,-9,32988946,503,-329253,-6,260724335,3978,0
-526574,-9,877893,13,-344669,-6,32782501,500,-499776,-8,260739722,3979,0
-522289,-8,550460,8,-2734,-1,33057183,503,-683493,-11,260618652,3976,0
-587753,-9,486498,10,-71433,-2,32826154,500,-765063,-12,260797452,3979,0
-391840,-6,881748,13,-684365,-11,32971435,503,-404886,-7,260442119,3974,0
-391559,-6,748742,11,267871,4,32895570,501,-340547,-6,260553453,3975,0
-261401,-4,1022313,15,-5299,-1,32882382,501,-633868,-10,260635472,3976,0
-392867,-6,1220859,18,-413546,-7,32975214,503,-654632,-10,260559298,3975,0
-391755,-2,547443,8,-412099,-7,33084827,504,-618961,-10,260791682,3979,0
-129258,-2,683336,10,-276573,-5,32964451,502,-459835,-8,260783054,3979,0
-261129,-4,1016868,15,-616380,-10,33117757,505,-583043,-9,260897169,3975,0
-592703,-10,1010699,15,-548455,-9,32927488,503,-492433,-8,260743291,3978,0
-662101,-11,1005623,15,-208761,-4,33157135,505,-536846,-9,260516164,3975,0
-268532,-5,872430,13,-209429,-4,33265639,507,-688025,-11,260578834,3976,0
-268501,-5,935831,14,-489052,-8,33149230,505,-598446,-10,260646956,3977,0
-597339,-10,1276316,19,-209704,-4,33023474,503,-658634,-11,260559089,3975,0
-531710,-9,1274671,19,-413930,-6,32947204,502,-671222,-11,260674846,3977,0
-334541,-6,670307,10,-208493,-4,32947360,502,-691901,-11,260754199,3978,0
-464868,-8,803755,12,-344508,-6,32994719,503,-566145,-9,260866123,3980,0
-399678,-7,937382,14,-821431,-13,33153214,505,-737587,-12,260797118,3982,0
-727456,-12,1003306,15,-616301,-10,33141143,500,-607275,-10,261152539,3984,0
-858556,-14,1003750,12,-480050,-8,32919868,502,-746022,-12,261079818,3983,0
-395484,-7,808780,12,-548432,-9,33182126,506,-754920,-12,261027822,3982,0
-457561,-7,950197,14,-548373,-9,33023396,503,-810025,-13,260649476,3977,0
-257771,-4,1169261,17,-141163,-3,33233729,507,-786721,-13,260939212,3981,0
-446480,-7,974850,14,-3471,-5,33000587,503,-697166,-11,260983711,3982,0
-642626,-5,836226,12,-479452,-8,33122220,505,-776048,-12,260929456,3981,0
-118248,-2,837607,12,-344137,-6,33061900,504,-930435,-15,261180829,3985,0
-249352,-4,639266,9,-817831,-13,33017268,503,-816638,-13,261308820,3987,0
-641607,-10,500279,7,-341134,-6,33088839,504,-1113350,-17,261032612,3983,0
-642682,-10,840532,15,64292,0,32934929,502,-1043544,-16,261037419,3983,0
-249113,-4,704431,10,-139211,-3,33137114,505,-864639,-14,261026085,3982,0
13067,0,769229,11,-611429,-10,32931483,502,-880541,-14,261042387,3983,0
-183473,-3,829066,12,-548209,-9,33194602,506,-657195,-11,260903597,3981,0
-318391,-5,761043,11,-615517,-10,33035784,504,-949627,-15,260906749,3981,0
-580398,-10,897787,13,-342851,-6,32902446,502,-903991,-14,260877523,3980,0
-515754,-8,967523,14,-71545,-2,33161627,506,-676664,-11,260820818,3979,0
-257447,-4,825420,12,-208970,-4,33188435,506,-1145683,-18,260893416,3979,0
71204,1,625129,9,-4721,-1,33378311,510,-848381,-13,260719720,3978,0
-59602,-1,554763,12,-411372,-7,33063995,504,-871879,-14,260803987,3979,0
-781765,-12,1025066,15,-411168,-7,33128747,505,-679821,-11,260772782,3979,0
-716552,-11,1094166,16,-207634,-4,33138040,505,-530028,-9,260861506,3980,0
-649771,-10,687200,10,-546444,-9,33370837,509,-668266,-13,260509267,3975,0
-387822,-6,755986,11,-411593,-5,33107742,505,-764730,-12,260450831,3974,0
-257151,-10,887154,13,-3458,-1,33189917,506,-783243,-12,260967306,3982,0
-788742,-13,745013,11,-70833,-2,33334683,508,-775607,-12,260963122,3981,0
-722882,-12,674858,10,-274823,-5,33266259,507,-819877,-13,260895521,3980,0
-657663,-11,745743,11,-3289,-1,33052593,504,-656603,-11,260681498,3977,0
-329591,-6,609575,7,-683023,-11,33374627,509,-819428,-13,260680647,3977,0
-460600,-8,673451,10,-615731,-10,33217275,506,-929576,-15,260767205,3978,0
-330366,-6,944731,14,-72216,-2,33269556,507,-863961,-14,260696541,3977,0
-657794,-11,811981,12,-139524,-3,33297256,508,-912457,-15,260863200,3980,0
-396013,-7,1010904,15,-549139,-12,33354615,508,-815480,-13,260732386,3978,0
-265105,-4,876912,13,-481352,-8,33567499,512,-1007237,-16,260730610,3978,0
-264060,-5,611395,9,-4185,-1,33243256,507,-656661,-11,260836884,3980,0
-526040,-9,480078,7,-341812,-6,33290086,507,-839922,-13,260779925,3978,0
-654060,-10,818644,12,-139221,-3,33354802,509,-917967,-15,260862688,3980,0
-720795,-11,1161094,16,131833,2,33282327,507,-713386,-11,260733026,3978,0
-326641,-5,951981,14,-344832,-6,33330773,508,-791310,-13,260788597,3979,0
-129775,-2,884278,13,-85599,-2,33258389,507,-639984,-10,260741478,3978,0
-64350,-1,885463,13,-277509,-5,33237208,507,-700029,-11,260657889,3977,0
-194912,-3,748339,11,-548578,-8,33234318,507,-693316,-11,260856464,3980,0
-261072,-4,950981,14,-481059,-8,33139448,505,-1001515,-16,260803030,3979,0
-260830,-4,883574,13,-480823,-8,33377716,509,-871431,-14,260413899,3973,0
-589049,-9,953199,14,-139009,-3,33293615,508,-741012,-12,260486437,3976,0
-1046734,-16,615594,9,-205144,-4,33246290,507,-725623,-12,260764823,3978,0
-653780,-10,749580,14,-276529,-5,33185183,506,-856020,-14,260811724,3979,0
-388096,-6,825632,12,-139831,-3,33197168,506,-868212,-14,260592873,3976,0
-322465,-5,824001,12,-343609,-6,33278381,507,-574301,-9,260590645,3976,0
-650378,-10,891601,13,-275153,-5,33281682,507,-892688,-12,260453746,3974,0
-453531,-7,822124,12,-547599,-9,33261933,507,-786744,-13,260744388,3978,0
-125795,0,1025738,15,-413904,-7,33436987,510,-637763,-10,260735094,3978,0
-257690,-4,1092913,16,-413228,-7,33085468,504,-756696,-12,260546442,3975,0
-519557,-8,1091501,16,-548315,-9,33286586,507,-672751,-11,260752966,3978,0
-191989,-3,1023834,15,-617219,-10,33388448,509,-770628,-12,260696522,3977,0
-453861,-7,956278,14,-819613,-13,33233733,507,-823562,-13,260807825,3979,0
-519571,-8,1022994,15,-684078,-11,33463689,510,-930661,-15,260763015,3978,0
-650560,-10,958963,14,-209853,-4,33423595,510,-828465,-13,260863116,3980,0
-654793,-10,1213915,18,-413164,-7,33411124,509,-1057209,-17,260903965,3981,0
-528345,-9,1352085,20,-5868,-5,33326855,508,-697316,-11,260760991,3978,0
-330860,-3,810684,12,-345346,-6,33493118,511,-621069,-10,261055038,3983,0
-67519,-2,676067,10,-345102,-6,33341683,508,-754918,-12,260919643,3981,0
-67062,-2,1063923,16,-413148,-7,33399869,509,-779895,-12,260978881,3982,0
-528155,-9,1284735,19,-5632,-1,33479601,510,-644638,-10,260872676,3980,0
-593181,-10,1147088,12,-616431,-10,33339225,508,-640379,-10,260781174,3979,0
-264167,-5,739804,11,-752650,-12,33307773,508,-719150,-11,260740832,3978,0
-264225,-5,739794,11,-97290,-2,33322992,508,-746656,-12,260879924,3980,0
-658236,-11,1083647,16,131530,2,33327509,508,-759577,-12,261111672,3984,0
-592542,-10,943856,14,-480220,-8,33348324,508,-539391,-9,261008284,3982,0
-460728,-3,607484,9,-480637,-8,33271309,507,-587853,-9,260632816,3976,0
63120,0,812671,12,-142032,-3,33387173,509,-636130,-10,260681695,3977,0
-68031,-2,941401,14,-480448,-8,33334682,508,-701113,-11,260681466,3977,0
-527257,-9,948491,14,63547,0,33491457,511,-511610,-8,261059707,3983,0
-461852,-8,1013563,15,-887281,-14,33198273,506,-574831,-9,260817695,3979,0
-854096,-14,803732,12,-1090831,-17,33396462,509,-846290,-13,260914803,3981,0
-592631,-10,1008939,15,-228165,-4,33214228,506,-619672,-10,260805462,3979,0
-658947,-11,1281179,19,-413172,-7,33194224,506,-431510,-7,260718485,3978,0
-789795,-13,1146914,17,-344245,-6,33258261,507,-631621,-10,260694003,3977,0
-723714,-12,1212098,18,-616934,-10,33291033,507,-456302,-7,260643321,3979,0
-593152,-10,1146525,17,-412928,-7,33230468,507,-624939,-10,261071556,3983,0
-592152,-10,876250,13,-480896,-8,33173980,506,-525535,-9,260734599,3978,0
-462276,-8,1149455,17,-73388,-2,33360276,509,-347495,-6,260874218,3980,0
-790270,-13,1218187,18,-206383,-4,33299461,508,-522303,-8,260845577,3980,0
-788079,-13,540648,8,-342122,-6,33133841,505,-558452,-11,260860727,3980,0
-460395,-8,541544,8,-406335,-7,33243236,507,-473367,-8,260885753,3980,0
-329698,-6,1144490,17,-685838,-11,33202766,506,-559063,-9,260685450,3977,0
-594355,-10,1551249,23,-346344,-6,33283644,507,-461258,-8,260881754,3980,0
-527680,-9,877063,13,-411984,-7,33122159,505,-415677,-7,260826800,3979,0
-789866,-13,1085254,16,335984,5,33036911,504,-652035,-10,260905080,3981,0
-855286,-14,624743,9,-546356,-9,33271204,507,-571337,-9,260904961,3981,0
-657155,-11,672142,10,-751046,-12,33091860,504,-505052,-8,260850525,3980,0
-858332,-14,870703,13,-140086,-3,33049898,504,-485543,-8,261053249,3983,0
-596253,-10,872687,13,-140290,-3,32988012,503,-524548,-11,260753879,3978,0
-529951,-9,603880,9,-71575,-2,33046182,504,-436829,-7,261105214,3984,0
-661273,-11,872031,13,-208061,-4,33081306,504,-550009,-9,260929024,3981,0
-530954,-9,941820,14,63244,0,33076980,504,-680628,-11,260889059,3980,0
-202945,-4,936375,14,-617661,-10,32863701,501,-467891,-8,260863070,3977,0
-334067,-6,871195,13,-345200,-6,33145792,507,-767068,-12,260967596,3982,0
-268118,-5,411595,6,200445,3,33093946,504,-456581,-7,260898319,3980,0
-398348,-7,401306,6,-139323,-3,33129677,505,-508785,-8,260771050,3979,0
-333153,-6,599491,9,-345412,-6,33105343,505,-697236,-11,260944522,3981,0
-67684,-2,742891,11,-413337,-7,32976102,503,-508401,-8,260571912,3976,0
-330154,-6,875645,13,-616894,-8,33085226,504,-463894,-8,260679563,3977,0
-789742,-13,1081301,16,-140011,-3,33092332,504,-745150,-12,260639007,3977,0
-788788,-13,810737,12,-275067,-5,32967895,503,-631018,-10,260794094,3979,0
-591928,-10,878837,13,-207986,-4,32846968,501,-557151,-9,260767030,3975,0
-592151,-10,744642,11,-139516,-3,32968305,501,-467538,-8,260767541,3978,0
-788483,-13,676544,12,-139296,-3,32956590,502,-492833,-8,260902260,3981,0
-461634,-8,946831,14,-140679,-3,33130277,505,-631001,-10,260670560,3977,0
-264375,-5,744410,11,-3721,-1,33015830,503,-753347,-12,260769386,3979,0
-395916,-7,879520,13,-140671,-3,33070406,504,-359132,-6,260596711,3976,0
-265351,-5,1080626,16,-277834,-5,32859243,501,-442772,-7,260684237,3977,0
-461719,-9,875992,13,-548211,-9,33081928,504,-419812,-7,261075148,3983,0
-395469,-7,807619,12,-684431,-11,33108719,505,-639067,-10,260642674,3977,0
-461092,-8,946224,14,-208450,-4,32976621,503,-419005,-7,260759589,3977,0
-527388,-9,1015894,15,63311,0,32999894,504,-754042,-12,260912336,3981,0
-396009,-7,946948,11,-208427,-4,32907287,502,-692155,-11,260849514,3980,0
-395583,-7,810510,12,-344434,-6,33008215,503,-635217,-10,260742757,3978,0
-527281,-9,1014197,15,-140687,-3,32890916,501,-728653,-12,260817544,3979,0
-723120,-12,807918,12,-615291,-10,33088932,504,-799187,-11,261107809,3984,0
-330326,-6,944745,14,-282060,-5,32976223,503,-705066,-11,260968486,3982,0
-199712,-8,887263,13,-3914,-1,32993183,503,-448265,-7,260799021,3979,0
-588258,-9,686842,10,201020,3,32975662,503,-765751,-12,260844759,3980,0
-326811,-5,1293528,19,-618619,-10,33059791,504,-871639,-14,260744389,3978,0
-581775,-9,1166678,17,-412021,-7,33000100,505,-623148,-10,260701840,3977,0
-843522,-13,967168,11,-274151,-5,32986676,503,-932225,-15,260660586,3977,0
-449263,-7,692982,10,-682824,-11,33117140,505,-844331,-13,260919782,3981,0
-252846,-4,761702,11,-72693,-2,33133621,505,-754687,-12,260995113,3982,0
-384422,-6,835187,12,200469,3,33181303,506,-938094,-11,260824474,3979,0
-383928,-6,697026,10,-207056,-11,33072893,504,-655997,-11,260817028,3979,0
-318571,-6,763261,11,-343291,-6,33040601,504,-696837,-11,260802990,3979,0
-580841,-9,765893,11,-2609,-1,33122736,505,-765888,-12,260744729,3978,0
-449333,-7,697280,10,-207968,-4,32980760,503,-627963,-10,261028057,3979,0
-253542,-4,902105,13,131778,2,32988038,502,-821680,-13,260550055,3975,0
-516402,-8,1234721,16,-819629,-13,33132786,505,-712647,-11,260665686,3977,0
-719516,-11,882598,13,-547225,-9,32946867,502,-687072,-11,260877235,3980,0
-588342,-9,816477,12,-149302,-3,32987093,503,-834508,-13,260697271,3977,0
-523299,-8,889001,13,200084,3,33293750,508,-794415,-11,260948699,3981,0
-851377,-13,1087935,16,-139481,-8,33003967,503,-765903,-12,260860586,3980,0
-916576,-7,953050,14,-208376,-4,32987380,503,-859443,-14,260758755,3978,0
-129745,-2,820345,12,-5047,-1,32836193,501,-560776,-9,260611773,3976,0
-259979,-4,679557,10,-275661,-5,33011986,503,-855935,-14,260951420,3981,0
-458050,-7,1086640,16,-344847,-6,32999082,499,-826188,-13,260860854,3980,0
-326916,-5,1086791,14,-549058,-9,32967247,503,-687494,-11,260634628,3976,0
-588479,-9,882692,13,-547681,-9,33052360,504,-671778,-11,260873141,3980,0
-850349,-13,750007,11,-405372,-7,32846345,501,-654600,-10,260658814,3977,0
-388343,-6,1097803,16,-616469,-10,33144692,505,-761559,-12,260825228,3979,0
-122432,-2,965037,14,-412910,-7,32697533,498,-720326,-11,260920917,3981,0
-56661,-3,628186,9,-411502,-7,32838962,501,-737360,-12,260725870,3978,0
-645763,-10,563776,8,-1673,-1,32891974,501,-884599,-14,261110268,3984,0
-776671,-12,693045,10,-342827,-6,32919318,502,-847675,-13,260991117,3982,0
-384309,-6,831734,12,-207528,-4,32916905,502,-656439,-11,260976112,3982,0
-384639,-6,1029283,15,-1161408,-18,32919230,502,-777938,-12,260872321,3980,0
-450384,-7,1097749,16,-616241,-10,32798980,500,-508393,-8,260738950,3978,0
-646092,-10,697365,10,-203680,-4,32916158,502,-725982,-12,261142878,3984,0
-449420,-7,763203,11,-343063,-6,32924046,502,-693017,-11,260887929,3980,0
-253026,-4,829073,12,-547981,-9,32963342,502,-921013,-15,260954960,3981,0
-781326,-12,816756,12,-342307,-6,32966854,503,-895775,-14,260752591,3978,0
-523156,-8,950708,14,-480146,-8,32932137,502,-920140,-15,260768451,3979,0
-326681,-5,821678,12,-4591,-1,33072521,504,-913433,-14,261014503,3982,0
-457785,-7,952987,14,-208376,-4,33117814,505,-419932,-7,260790632,3979,0
-589936,-10,1290779,19,471374,7,33095616,504,-981639,-15,260712004,3978,0
-457117,-7,685249,10,-3434,-1,33266377,507,-725875,-14,260490333,3974,0
-260440,-4,749471,11,-412351,-9,32942792,502,-752614,-12,260634295,3976,0
-391473,-6,680818,10,-547658,-9,32995100,503,-764848,-12,260491931,3974,0
-456890,-7,681906,10,-411430,-7,33097049,505,-594579,-10,260734214,3978,0
-719482,-11,819037,12,-70537,-2,33097034,505,-615030,-10,260753962,3983,0
-719335,-11,751253,11,-138757,-3,33004400,505,-688592,-11,260801038,3979,0
-453040,-7,686280,9,-410590,-7,33131717,505,-793151,-13,260394796,3973,0
-711875,-11,765203,11,-70153,-2,33101287,505,-688970,-11,260792640,3979,0
-647019,-10,969627,14,268689,4,33301866,508,-786316,-12,260589137,3976,0
-449424,-7,696412,10,-274827,-5,33369946,509,-949597,-10,260693713,3977,0
-514922,-8,694611,10,-478598,-8,32992448,503,-635636,-10,260892865,3980,0
-646330,-10,1164853,17,-615792,-10,33186563,506,-497540,-8,260871770,3980,0
-712544,-11,1032349,15,-343095,-6,33156649,505,-822820,-13,260672739,3977,0
-383712,-6,697186,10,-207512,-4,33220781,506,-896131,-14,260604573,3980,0
-516045,-8,1097603,16,-616013,-10,33388052,507,-933375,-15,260743411,3978,0
-515746,-8,1030320,10,64258,0,33048201,504,-823164,-13,260859793,3980,0
-317968,-5,498451,7,201421,3,33063939,504,-795737,-13,260990797,3982,0
-518716,-8,689046,10,-548130,-9,33217585,506,-680219,-11,260641984,3977,0
-128937,-2,613703,9,-548334,-9,33196587,506,-990237,-11,261094627,3983,0
-128897,-2,547393,8,-412099,-5,33174076,506,-742651,-12,261023228,3982,0
-456982,-11,885998,13,-139229,-3,33289029,507,-1055525,-17,260941417,3981,0
-719615,-11,818559,12,-138993,-3,33352703,508,-644572,-10,260836713,3980,0
-588003,-9,480279,7,-342496,-6,33120927,505,-766164,-12,260824516,3985,0
-456659,-7,612753,9,-615192,-10,33257345,507,-645166,-10,261035535,3983,0
-261031,-4,886363,16,-140849,-3,33083437,504,-911914,-14,260605156,3976,0
-785742,-12,1021173,15,-71473,-2,33290379,507,-571296,-9,261044342,3983,0
-850726,-13,819580,12,-412146,-7,32991158,503,-715828,-11,260562862,3975,0
-195336,-3,884205,13,-413051,-7,33249321,507,-847454,-10,261024509,3982,0
-67738,-2,744002,11,-277339,-8,33040543,504,-639430,-10,260797832,3979,0
-329976,-7,868873,13,-616969,-10,33089576,504,-705860,-11,261018069,3982,0
-333545,-6,734772,11,-548726,-9,33102109,505,-780148,-12,261317593,3987,0
-268052,-5,874533,13,63024,0,33134889,505,-604846,-10,261270884,3977,0
-596387,-10,939487,14,-208525,-4,33209159,503,-427678,-7,260878850,3980,0
-399418,-7,804342,8,-208706,-4,32822248,500,-924881,-15,261047187,3983,0
-136821,-3,670499,10,-209177,-4,32971613,503,-904213,-14,260748626,3978,0
-333801,-6,868423,13,-821203,-13,33069222,504,-685096,-11,261000327,3982,0
-333989,-6,871235,13,-345200,-6,33132963,505,-745626,-9,260865965,3980,0
-530064,-9,668345,10,-411807,-4,33255375,507,-510284,-8,260945275,3981,0
-464632,-7,938523,14,-345208,-6,33242363,507,-983972,-16,260946560,3981,0
-399841,-7,1004159,15,-549442,-9,33110238,505,-624304,-10,261056094,3983,0
-460904,-8,809350,12,-480433,-8,33342309,508,-671903,-11,260494840,3981,0
-200023,-4,1147999,17,-278298,-5,33509282,510,-510876,-8,260920773,3981,0
-331256,-6,1150712,15,-208686,-4,33210439,506,-546291,-9,260801942,3979,0
-658028,-11,943838,14,-479992,-8,33398707,509,-548894,-9,260472092,3974,0
-657659,-11,807969,12,-276191,-5,33213947,506,-729853,-12,260844533,3980,0
-67430,-2,610398,9,-140868,-3,33219081,506,-624853,-11,260813092,3979,0
-330374,-6,880768,13,-4900,-3,33286992,507,-611858,-10,260829171,3979,0
-659189,-16,947450,14,-2856,-1,33327320,508,-448184,-7,260881577,3980,0
-788904,-13,811228,12,-207067,-4,33219678,506,-680141,-11,260650159,3977,0
-526970,-9,1014719,15,-72916,-2,33364544,509,-371686,-6,260830427,3980,0
-326544,-5,821773,12,199635,3,33508635,509,-783576,-12,260867419,3980,0
-260865,-4,819580,13,-344596,-6,33124601,505,-806644,-13,260748755,3978,0
-392106,-6,886843,13,-72370,-2,33113186,505,-644616,-10,260661323,3977,0
-522942,-8,753079,11,-3222,-1,33299333,508,-448453,-7,260706767,3978,0
-654598,-10,1019564,15,-275928,-5,33403951,509,-706281,-10,260761290,3978,0
-588799,-9,950562,14,-479918,-5,33358846,509,-803480,-13,260779972,3979,0
-457385,-3,682048,10,-412343,-7,33456663,510,-751801,-12,260772234,3979,0
-195917,-3,1019959,15,-277525,-5,33298524,508,-640392,-10,260781024,3979,0
-458798,-8,1015568,15,-751923,-12,33355686,508,-522114,-8,260737971,3978,0
-719312,-11,748347,11,-478754,-8,33387539,507,-543135,-9,261000397,3982,0
-719845,-11,949851,15,-412154,-7,33399632,509,-628114,-10,260709400,3978,0
-457919,-7,1019220,15,-344611,-6,33290343,507,-713307,-11,260725228,3978,0
-457725,-7,951278,14,-608982,-10,33267147,507,-493516,-8,260797978,3979,0
-457259,-7,814245,12,-683900,-11,33315660,508,-596119,-7,260635464,3976,0
-326476,-5,882865,13,-548594,-10,33361010,509,-261793,-4,260862730,3980,0
-195604,-5,1014759,15,-889063,-14,33287056,507,-546439,-9,260765815,3978,0
-261165,-4,952016,14,-345060,-6,33251251,507,-485826,-8,260921231,3981,0
-64648,-1,1084970,16,-73762,-2,33300224,508,-244911,-4,260763636,3978,0
-786190,-12,1092466,16,404286,6,33255765,506,-436824,-7,260957470,3981,0
-851053,-13,888621,12,-207904,-4,33153701,505,-468034,-8,260627535,3976,0
-260471,-4,746487,11,-752348,-12,33235443,507,-744100,-12,260808310,3979,0
-456757,-7,677847,10,-494210,-8,33226886,507,-374794,-6,260691499,3977,0
-391848,-6,948996,14,-684601,-11,33429046,510,-425013,-7,260995629,3982,0
-261276,-4,1017649,15,-549294,1,33355640,508,-501592,-8,260698354,3977,0
-327307,-5,1157472,17,62456,0,33354653,508,-598562,-10,260872411,3980,0
-458546,-7,1222439,18,-209319,-4,32931723,502,-598355,-10,260802171,3979,0
-458300,-7,1018301,15,-411470,-7,33122307,505,-448622,-7,260909895,3979,0
-1046939,-16,748066,11,-477614,-8,33282178,505,-680436,-11,260785293,3979,0
-652872,-10,413918,7,65043,0,33154725,505,-448902,-7,260953522,3981,0
-457366,-7,752559,11,-3670,-1,33344306,508,-666389,-11,260793276,3979,0
-457356,-7,817133,12,-343903,-6,33250237,507,-680798,-11,260765092,3978,0
-456792,-7,678429,10,-819427,-13,33173340,506,-635241,-10,260816934,3979,0
-653702,-10,747866,11,-546981,-6,33118214,505,-567260,-9,261040492,3983,0
-592405,-9,806358,12,-819973,-13,33258838,507,-656934,-11,260920370,3981,0
-395149,-7,674628,10,-479961,-8,33146835,505,-790506,-13,260784742,3979,0
-526657,-9,1007567,15,-344913,-6,33199490,506,-564140,-9,261219140,3985,0
-199420,-4,946521,14,-209590,-4,33198728,506,-721387,-12,260876706,3980,0
-264320,-5,743843,11,-139972,-3,32983411,503,-650723,-10,260603178,3976,0
-330941,-6,1082870,16,-5608,-1,32943873,502,-778707,-12,260753319,3978,0
-265326,-5,1081801,16,-403979,-7,33222069,506,-750406,-12,260884133,3980,0
-330774,-6,1078884,16,-481604,-8,33040574,504,-664033,-11,260554482,3975,0
-461877,-8,1078724,16,-481148,-8,33129309,505,-660133,-11,260805434,3979,0
-789677,-13,878044,13,-275302,-5,33302467,508,-815742,-13,260847765,3980,0
-722790,-12,610970,9,-2589,-1,33016073,503,-900562,-14,260927676,3981,0
-530975,-9,1465693,22,-348082,-6,33182151,506,-730372,-12,261023779,3982,0
-404012,-7,1132768,17,-482216,-8,33145330,505,-578164,-9,260679033,3977,0
-468211,-8,596639,9,-345023,-6,33121648,505,-415002,-7,260664194,3977,0
-75240,-2,728293,11,-549941,-9,33275043,507,-673528,-11,260189236,3970,0
-468962,-8,866128,13,-337657,-6,33169410,506,-545281,-9,260587781,3976,0
-666272,-11,1052794,16,-345698,-6,33019906,503,-634683,-10,260754299,3978,0
-541961,-9,849688,12,-481444,-8,33310070,508,-835637,-13,260737059,3978,0
-410412,-7,584332,8,-4963,-1,33253923,507,-786802,-13,260805055,3980,0
-345236,-6,783635,11,-345894,-6,33071399,504,-573109,-9,260492840,3974,0
-280003,-5,1178879,17,-686613,-11,33169716,506,-570257,-9,260735050,3978,0
-673765,-11,1116689,17,-753928,-12,33310788,508,-517864,-8,260862308,3980,0
-604628,-10,1126174,17,-277747,-5,33229605,507,-721066,-12,260677965,3977,0
-334250,-6,937959,14,-413435,-7,33295542,508,-469216,-11,260547444,3975,0
-727083,-12,804653,12,-404205,-7,33145036,505,-729243,-12,260753473,3978,0
-595179,-10,667742,10,-479578,-8,33088856,504,-582106,-9,260542532,3975,0
