Latitude,Longitude,Altitude
49.22393916666667,16.588419666666667,251.7
49.223939666666666,16.5884195,251.5
49.22393983333333,16.5884195,251.4
49.22394016666667,16.588419,251.3
49.22393999999999,16.588418666666666,251.5
49.22394116666666,16.588418833333332,251.4
49.2239435,16.588419166666664,251.7
49.223942666666666,16.588418166666667,251.7
49.223942333333326,16.5884175,251.6
49.22394283333333,16.588416833333333,251.9
49.22394316666667,16.588416666666667,252.2
