accelX,accelY,accelZ,gyroX,gyroY,gyroZ,temp,dataCNT,pad,magX,magY,magZ,pad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-25.350000381469727,-6.599999904632568,-79.19999694824219,2779096485
0.46537394104003904,-1.4033773162841796,9.57797974090576,0.3576291358998572,0.18503607174034514,-0.6917016866713713,25.299999237060547,1484,0,-25.350000381469727,-6.599999904632568,-79.19999694824219,2779096485
0.38265103836059566,-1.5108726737976075,9.512060774230957,0.32873317913870775,0.20484423102855087,-0.705163340046354,25.299999237060547,1486,0,-25.799999237060547,-6.300000190734863,-78.75,2779096485
0.2693709503173828,-1.6705390571594239,9.478105791473387,0.307052870880264,0.21296753142983704,-0.7041214848034639,25.299999237060547,1487,0,-25.799999237060547,-6.300000190734863,-78.75,2779096485
0.16664400100708007,-1.7474280319213866,9.453208810424805,0.28827831769352846,0.2164071237962857,-0.6981825823501789,25.299999237060547,1488,0,-25.799999237060547,-6.300000190734863,-78.75,2779096485
0.11440269317626953,-1.683272918701172,9.39897156906128,0.2710748431178665,0.2139381204824463,-0.6878830332737712,25.299999237060547,1489,0,-25.799999237060547,-6.300000190734863,-78.75,2779096485
0.1169445083618164,-1.5131299964904785,9.340273889160155,0.2538093634945509,0.20480462316551087,-0.6818153603247632,25.200000762939453,1490,0,-25.799999237060547,-5.849999904632568,-79.80000305175781,2779096485
0.15212822952270508,-1.3365893577575683,9.309014631652833,0.24066834805470763,0.19153560954665527,-0.6794593482772966,25.200000762939453,1491,0,-25.799999237060547,-5.849999904632568,-79.80000305175781,2779096485
0.1746809700012207,-1.2087296836853028,9.310650370025634,0.22885715546444566,0.17493265116106843,-0.68117029610786,25.299999237060547,1492,0,-25.799999237060547,-5.849999904632568,-79.80000305175781,2779096485
0.1758172576904297,-1.136787102508545,9.332799961090087,0.2166293046666014,0.15321782167723175,-0.6837670113108965,25.299999237060547,1493,0,-25.799999237060547,-5.849999904632568,-79.80000305175781,2779096485
0.15683185119628906,-1.1023158462524414,9.363097065734863,0.20909226588575364,0.13382148030136032,-0.6853931441192264,25.299999237060547,1494,0,-25.5,-6.150000095367432,-78.75,2779096485
0.11375897750854491,-1.1195692878723145,9.403598740386963,0.19833850803065156,0.1133770585435936,-0.6853738428593587,25.299999237060547,1495,0,-25.5,-6.150000095367432,-78.75,2779096485
0.05424363403320313,-1.1520440872192383,9.423306369018555,0.1884659235951738,0.09494864971716233,-0.6835526667920344,25.299999237060547,1496,0,-25.5,-6.150000095367432,-78.75,2779096485
