adisAccelX,adisAccelY,adisAccelZ,adisGyroX,adisGyroY,adisGyroZ,adisTemp,adisDataCNT,lsmMagX,lsmMagY,lsmMagZ,mpuAccelX,mpuAccelY,mpuAccelZ,mpuGyroX,mpuGyroY,mpuGyroZ,mpuTemp,year,month,day,hour,min,sec,fixType,fLon,fLat,height,hMSL,hAcc,vAcc,gSpeed,headMot,padding
-0.07270342102050781,0.012498641204833984,9.825057134246826,-0.0014997924470848084,0.008936030581365814,-0.002533225443085327,30.100000381469727,63280,,,,-0.04306640475988388,0.09091796725988388,10.0966796875,-0.036751639097929,0.0013315811520442367,-0.010918965563178062,39.11823654174805,,,,,,,,,,,,,,,,2779096485
-0.07044609832763672,0.008918148040771484,9.827406720733642,-0.0021924939576594546,0.007056211707241058,-0.0020713933658230593,30.100000381469727,63281,18.0,-20.700000762939453,-70.94999694824219,-0.06938476860523224,0.11484374850988388,10.146924018859863,-0.03781690448522568,0.003994743339717388,-0.010120016522705555,39.11823654174805,,,,,,,,,,,,,,,,2779096485
-0.07272495422363282,0.010569438171386718,9.819664973449706,-0.000616295419425354,0.008335840628522034,-0.0014465025940385437,30.100000381469727,63282,,,,-0.035888671875,0.08852539211511612,10.094286918640137,-0.03648532181978226,0.0026631623040884733,-0.011451597325503826,39.11823654174805,,,,,,,,,,,,,,,,2779096485
-0.07129209899902343,0.01127872543334961,9.824184478759765,-0.001581191965243683,0.006704208392578888,-0.0013477725552050782,30.0,63283,,,,-0.11245117336511612,0.11245117336511612,10.218701362609863,-0.03834953531622887,0.0037284272257238626,-0.009054751135408878,39.11823654174805,,,,,,,,,,,,,,,,2779096485
-0.06880505142211914,0.007061395263671875,9.833601217651367,-0.0007968976875079346,0.00714267788933899,-0.0026199379675823976,30.0,63284,,,,-0.06938476860523224,0.16987304389476776,10.130175590515137,-0.03621900454163551,0.004527375567704439,-0.010120016522705555,39.11823654174805,,,,,,,,,,,,,,,,2779096485
-0.06597638854980468,0.012571726989746094,9.823759048461914,-0.0005236773352516174,0.00816687637432312,-0.0012646419823495484,30.100000381469727,63285,18.899999618530273,-21.899999618530273,-71.0999984741211,-0.08852539211511612,0.12680664658546448,10.122998237609863,-0.03808322176337242,0.006125273182988167,-0.008255803026258945,39.11823654174805,,,,,,,,,,,,,,,,2779096485
-0.07339446487426758,0.012870313262939453,9.823681663513183,0.0010800915779780578,0.00841889130654541,-9.055413434310913e-05,30.200000762939453,63286,,,,-0.12680664658546448,0.083740234375,10.197168350219727,-0.037550587207078934,0.004527375567704439,-0.007723170332610607,39.11823654174805,,,,,,,,,,,,,,,,2779096485
-0.07098012924194336,0.00830202178955078,9.829322988891601,-0.0005712147603828431,0.006351233024125519,-0.0005303751853471374,30.200000762939453,63287,,,,-0.06459961086511612,0.107666015625,10.099072456359863,-0.037550587207078934,0.0055926404893398285,-0.009587383829057217,39.02411651611328,,,,,,,,,,,,,,,,2779096485
-0.06959594802856445,0.009005514526367187,9.827363953399658,-0.002233486664456787,0.006510336924456177,-0.0017029516894453431,30.200000762939453,63288,,,,-0.03828125074505806,0.16987304389476776,10.139745712280273,-0.036751639097929,0.005858956836163998,-0.004527375567704439,39.21235275268555,,,,,,,,,,,,,,,,2779096485
-0.06847483825683594,0.014957501220703124,9.82351623916626,-0.0006218747418707275,0.006877640099475708,-0.002166794453316803,30.0,63289,18.450000762939453,-20.25,-71.55000305175781,-0.06220703199505806,0.09091796725988388,10.094286918640137,-0.03621900454163551,0.001597897382453084,-0.011185280978679657,39.11823654174805,,,,,,,,,,,,,,,,2779096485
-0.0721828857421875,0.00780507583618164,9.833287453460693,-0.002458996486112213,0.00833779139400711,0.00109477891128891,30.0,63290,,,,-0.09091796725988388,0.10527344048023224,10.1923828125,-0.03595269098877907,0.007989486679434776,-0.009054751135408878,39.11823654174805,,,,,,,,,,,,,,,,2779096485
-0.07486814346313476,0.011693949890136718,9.830835696411132,-0.0009401890689749146,0.007239157557066803,-0.0009040699469389343,30.0,63295,19.200000762939453,-21.149999618530273,-72.1500015258789,-0.10048828274011612,0.14594726264476776,10.094286918640137,-0.03781690448522568,0.0021305298432707787,-0.010120016522705555,39.11823654174805,,,,,,,,,,,,,,,,2779096485
-0.07629621353149414,0.008407332611083984,9.831234098052978,-0.0022425880174195864,0.006887240795139466,-0.0009884122580821229,30.0,63296,,,,-0.05742187425494194,0.12919922173023224,10.149316787719727,-0.035686373710632324,0.007989486679434776,-0.009321067482233047,39.11823654174805,,,,,,,,,,,,,,,,2779096485
