MSC_CTRL,DATA_CNTR,X_GYRO_LOW,Y_GYRO_LOW,Z_GYRO_LOW,X_ACCL_LOW,Y_ACCL_LOW,Z_ACCL_LOW,LATITUDE,LONGITUDE,ALTITUDE
193,1027,0.12153617929652152,0.15881859031857598,0.3466119471914397,-0.8281486366271973,1.2158280143737792,9.883843489074707,,,
193,1028,0.12284674750056042,0.1579533226225065,0.3502322883247097,-0.8223019981384277,1.203182080078125,9.882117916870117,,,
193,1029,0.12198571423062417,0.15305251366341815,0.35432707160617744,-0.8103918190002442,1.2044035659790038,9.874067639160156,,,
193,1030,0.1224084511062579,0.15670541194101445,0.36200921277081455,-0.8085339073181153,1.2125145179748535,9.869806868743897,,,
193,1031,0.12154568012371038,0.15354985233908774,0.3602123646675326,-0.8109604301452636,1.2045581489562989,9.878972798156738,,,
193,1032,0.12197788453701934,0.15447369626333352,0.3633767393326675,-0.8056681594848633,1.2085335670471191,9.87348751373291,,,
193,1033,0.11760797008333557,0.156282668407478,0.3656492346645403,-0.8029833503723144,1.2062860389709473,9.861877378845215,,,
193,1034,0.11718211730922645,0.1522568676561461,0.36702304628656585,-0.7954885993957519,1.2057181381225586,9.84536025314331,,,
193,1035,0.11630852057684776,0.15227894526158284,0.36974240007564574,-0.7953536430358886,1.1988711402893066,9.84502073135376,,,
193,1036,0.11064291167381318,0.1491602038617265,0.372942161493765,-0.7873674415588379,1.193517335510254,9.844813474273682,,,
193,1037,0.11151604901090384,0.14873548293108066,0.37565701454060274,-0.7836398048400879,1.185626463317871,9.835842203521729,,,
193,1038,0.10933982029453469,0.14606836704678264,0.37884306733701084,-0.7712545867919922,1.188346076965332,9.833149618530273,,,
193,1039,0.10541734353559513,0.14385657181405548,0.38293904904096904,-0.7806663536071777,1.1855659759521484,9.814135800170899,,,
193,1040,0.10371997115693041,0.14483066958807103,0.38158855339428716,-0.7732900726318359,1.1887742736816407,9.802088159942627,,,
193,1041,0.10679756671794505,0.14535338818892907,0.38474772157949094,-0.7689640296936034,1.1718679428100585,9.79974231185913,,,
193,1042,0.09894551587576088,0.14402291951364454,0.3874960838507445,-0.7692349143981934,1.1661781677246092,9.814411357879639,,,
193,1043,0.09764329668173938,0.14177169618097876,0.38660304604240825,-0.7649265167236328,1.1562911376953124,9.805126846313476,,,
193,1044,0.09633345418909753,0.14178947278125506,0.3888712004217042,-0.7677778343200683,1.1529299392700194,9.811947189331054,,,
193,1045,0.09153629545963507,0.14088022963768565,0.3879856061486147,-0.7631200828552246,1.1442040199279784,9.816782178497315,,,
193,1046,0.08848603058930736,0.13867226269902547,0.3925312958921464,-0.7568793045043946,1.140166170501709,9.835012577056885,,,
193,1047,0.08980129261476752,0.13643861622955422,0.393440026377206,-0.7635157180786133,1.1418716674804688,9.834295850372314,,,
193,1048,0.08716544224166704,0.13370804387438234,0.39436166653564975,-0.7609313598632812,1.1364804786682128,9.848522045135498,,,
193,1049,0.08367536297521548,0.13325984052082473,0.39482809922686896,-0.7619639816284179,1.1384432151794432,9.853883065032958,,,
193,1050,0.08149940057495533,0.13144448344796678,0.3925783739223163,-0.755769409942627,1.133645273590088,9.865424375915527,,,
193,1051,0.08150592531962603,0.12876427146900832,0.3939459537473911,-0.7535949302673339,1.1438202354431153,9.873501233673096,,,
193,1052,0.07714218939967124,0.12790441664785443,0.3989442011128627,-0.751731485748291,1.149752894592285,9.87828410949707,,,
193,1053,0.07758567895809942,0.1252133589453566,0.3989520973854948,-0.7432732360839843,1.1541508644104004,9.876207650756836,,,
193,1054,0.0767138998331647,0.12433803781617209,0.4016746003625637,-0.7428022720336914,1.163330551147461,9.868238346862793,,,
193,1055,0.07628799379583379,0.12030831556013503,0.40259569457298394,-0.7334829185485839,1.1667172080993653,9.851592769622803,,,
193,1056,0.07756786906830951,0.12117959534236536,0.4048491749346736,-0.7306107032775878,1.1653425598144531,9.853071906280517,,,
193,1057,0.07145273188907501,0.12339714300304709,0.40259897691902746,-0.7371953025817871,1.1767511947631835,9.860436598205567,,,
193,1058,0.06885010445057328,0.11714124444439646,0.40579911783760214,-0.7201306503295898,1.178533740234375,9.859953297424315,,,
193,1059,0.06623436760160563,0.11580017638797344,0.40671838112477293,-0.7051723640441895,1.1852004722595215,9.856833936309814,,,
193,1060,0.0662334887584459,0.11624515731661204,0.4062640857902218,-0.7079248756408691,1.182344930267334,9.848504138183593,,,
193,1061,0.06187137736675606,0.11535497574854489,0.40764056723124015,-0.7042591468811035,1.1838146835327148,9.860089936065673,,,
193,1062,0.05930823794931748,0.11280408021421794,0.41400196025857156,-0.6951047691345215,1.1915168411254882,9.87435923461914,,,
193,1063,0.05756722301828907,0.11142980919690434,0.4108436975481384,-0.6906824996948242,1.2010550407409668,9.882872850036621,,,
193,1064,0.05625452428537812,0.11191427148870339,0.41537388103622314,-0.6819580009460449,1.204886530303955,9.913627348327637,,,
193,1065,0.052789019337885254,0.11152559644341177,0.4176535535872337,-0.6784377708435059,1.1964128036499022,9.9362905960083,,,
193,1066,0.04933934688307292,0.10572760846049209,0.41678303280591406,-0.6646399223327637,1.1944316368103027,9.962083971405029,,,
193,1067,0.0515175663123569,0.10665717818108152,0.420394072849077,-0.6658288467407226,1.1890889350891114,9.969781231689453,,,
193,1068,0.05240118318833702,0.10305835538941929,0.4190454347572554,-0.665953522491455,1.1855188346862793,9.985952031707763,,,
193,1069,0.04890870707690438,0.10308511350047186,0.42267934469627944,-0.6546159172058105,1.1747734672546386,10.000268396759033,,,
193,1070,0.04804182816837541,0.1012671931350647,0.41997234131675476,-0.6488768325805664,1.1762525291442871,10.003975771331787,,,
193,1071,0.04805198147003134,0.09768257830781804,0.4204376288487052,-0.6385956253051758,1.1636429695129393,10.025859487152099,,,
193,1072,0.047187346274720765,0.09456871715065925,0.4236206989046925,-0.6399313568115235,1.1517042289733885,10.044656814575195,,,
193,1073,0.04590665208020983,0.09327366851787279,0.42453777174186674,-0.6270864646911621,1.140780539703369,10.06119053878784,,,
193,1074,0.04594384312483279,0.0892778882499288,0.42410155261321447,-0.6400379386901855,1.1371084182739257,10.075604102325439,,,
193,1075,0.04639271226866292,0.08479271884216913,0.4241157406039219,-0.6327493980407715,1.1351851966857909,10.094142993927,,,
193,1076,0.0450853864632512,0.08433525434592076,0.42321642439331575,-0.6421889411926269,1.139251457977295,10.113950587463378,,,
193,1077,0.04990864417139643,0.07627011732701662,0.4236807132398574,-0.6192780616760254,1.1107418334960937,10.139568407440185,,,
193,1078,0.05210281593560999,0.07222770510838535,0.422781816477123,-0.6155894165039062,1.0973162551879883,10.180481493377686,,,
193,1079,0.0538607952027822,0.06817791593353456,0.4209789895771938,-0.6221297157287597,1.0941710990905762,10.170375392913819,,,
193,1080,0.05558961285601803,0.06541683706807583,0.41781093974975464,-0.6160363426208496,1.1044533905029297,10.1832047706604,,,
193,1081,0.06081269759651959,0.06091837848647666,0.4209751146778078,-0.6093432548522949,1.0982659217834472,10.20648175201416,,,
193,1082,0.0612383905809633,0.05635115708553164,0.41645973836538386,-0.6089388343811035,1.1022615646362304,10.193287356567382,,,
193,1083,0.06427926780844848,0.05227261908671344,0.41646089684045806,-0.5967347045898437,1.0982648376464843,10.192941068267823,,,
193,1084,0.06777274926319263,0.051382610624117135,0.4169046127675789,-0.5971521347045898,1.0985318717956543,10.204235868835449,,,
193,1085,0.07084344057908123,0.04597257863299474,0.413291076010894,-0.5915666984558106,1.1091924522399903,10.197303373718261,,,
