accelX,accelY,accelZ,gyroX,gyroY,gyroZ,temp,dataCNT,pad,magX,magY,magZ,pad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-26.700000762939453,27.899999618530273,-78.9000015258789,2779096485
0.4593127555847168,1.9812743934631347,10.004261385345458,0.16085201257397796,-0.6168565008578587,-1.8114583723366755,25.5,1484,0,-26.700000762939453,27.899999618530273,-78.9000015258789,2779096485
0.4293810798645019,2.0249326263427734,10.324564417266846,0.10390708414104446,-0.5611630983389962,-1.7918967818163003,25.5,1486,0,-26.850000381469727,27.75,-78.1500015258789,2779096485
0.40940563201904295,2.0534855415344238,10.446528404998778,0.08810705550279312,-0.5362278479870155,-1.7856820491129088,25.5,1487,0,-26.850000381469727,27.75,-78.1500015258789,2779096485
0.42302542037963864,2.0519143280029297,10.6152856880188,0.08140605621930573,-0.5124230162993668,-1.7806714979776348,25.5,1488,0,-26.850000381469727,27.75,-78.1500015258789,2779096485
0.4505192085266113,2.05103853225708,10.749039478302002,0.08578785499924119,-0.48886817554152573,-1.7747025217779469,25.5,1489,0,-26.850000381469727,27.75,-78.1500015258789,2779096485
0.46085428619384766,2.036356775665283,10.842937328338623,0.09497438251101838,-0.4670219656641156,-1.7698308611504685,25.5,1490,0,-25.950000762939453,29.100000381469727,-77.55000305175781,2779096485
0.4541905822753906,2.052118295288086,10.918610611724853,0.11025182571005752,-0.4393170144816811,-1.7622844147531347,25.5,1491,0,-25.950000762939453,29.100000381469727,-77.55000305175781,2779096485
0.40531862258911133,2.137247533416748,10.906146438598633,0.13041495773752046,-0.4104024089351265,-1.7608261143555484,25.5,1492,0,-25.950000762939453,29.100000381469727,-77.55000305175781,2779096485
0.4230877769470215,2.1435557525634765,10.90602071609497,0.15015213046735795,-0.3852500510346718,-1.7587192610000544,25.5,1493,0,-25.950000762939453,29.100000381469727,-77.55000305175781,2779096485
0.4046126251220703,2.1211726234436035,10.839344498443603,0.17242142342843597,-0.3604638711236838,-1.75779708821573,25.5,1494,0,-26.399999618530273,29.100000381469727,-78.0,2779096485
0.3985057563781738,2.122315976715088,10.823852368164061,0.20020541723148086,-0.33653497607750626,-1.7560755543199065,25.600000381469727,1495,0,-26.399999618530273,29.100000381469727,-78.0,2779096485
0.384678897857666,2.1277498207092282,10.671032496643067,0.23222998904072753,-0.32018359320256484,-1.7558803379554426,25.600000381469727,1496,0,-26.399999618530273,29.100000381469727,-78.0,2779096485
0.4022080841064453,2.145332989501953,10.492418427276611,0.2649570894249037,-0.30760376572166914,-1.7550408696382023,25.600000381469727,1497,0,-26.399999618530273,29.100000381469727,-78.0,2779096485
